ABI_SFA_SAPID__c,Name,ABI_DTT_AddressFirstLine__c,ABI_SFA_City__c,ABI_SFA_Address__c,ShippingLatitude,ShippingLongitude
29417061,LES JARDINS D OLIVIER,RUE HORIONNE C.C.CARREFOUR 1,SANNOIS,RUE HORIONNE C.C.CARREFOUR 1 / 95110 SANNOIS / FR,"48,96539","2,25583"
29417110,LA MUSE GUEULE,RUE ST MELAINE 1,RENNES,RUE ST MELAINE 1 / 35000 RENNES / FR,"48,11505","-1,679"
29417065,LA CHAUMIERE NORMANDE,RTE NATIONALE 15 LE GOULET 12,ST PIERRE DE BAILLEUL,RTE NATIONALE 15 LE GOULET 12 / 27920 ST PIERRE DE BAILLEUL / FR,"49,13924208","1,419473585"
29417014,CHEZ NADINE,RUE DE L' EGLISE 4,VAULX VRAUCOURT,RUE DE L&#39; EGLISE 4 / 62159 VAULX VRAUCOURT / FR,"50,14706","2,90934"
29417078,BAR BRASSERIE DE LA GRAND RUE,.,CONDAT,. / 15190 CONDAT / FR,"44,99128","1,6699"
29418514,SODEXO MAISON AGRICULTEURS,2 RUE LEON PATOUX,REIMS CEDEX 2,2 RUE LEON PATOUX / 51664 REIMS CEDEX 2 / FR,"49,2566","4,03309"
29418492,LE BAR DU MOULIN,RUE DU MOULIN,SAINT CARADEC,RUE DU MOULIN / 22600 SAINT CARADEC / FR,"48,19174","-2,84726"
29418504,LE CROC LOUP,GAL.COMMERCIAL,PRALOUP,GAL.COMMERCIAL / 04400 PRALOUP / FR,"44,36103","6,6259"
29417037,LE PARIS DEAUVILLE,BD GAMBETTA 55,EVREUX,BD GAMBETTA 55 / 27000 EVREUX / FR,"49,01921","1,15"
29417090,LE SPACE,LIEU DIT MAISON NEUVE RN39,BOURLON,LIEU DIT MAISON NEUVE RN39 / 62860 BOURLON / FR,"50,18084","3,12103"
29417016,LE KIWI,RUE ML DELATTRE DE TASSIGNY 4,NANGIS,RUE ML DELATTRE DE TASSIGNY 4 / 77370 NANGIS / FR,"48,55637","3,01251"
29418470,CAFE PAUL,12 RUE GAMBETTA,ARRAS,12 RUE GAMBETTA / 62000 ARRAS / FR,"50,28999","2,76613"
29417054,LES TROIS GARES,RUE LUCIEN SERGENT 72,MASSY PALAISEAU,RUE LUCIEN SERGENT 72 / 91300 MASSY PALAISEAU / FR,"48,73094626","2,261087051"
29418452,POIVRE ET SEL,AV DU GENERAL DE GAULLE 38,ALLENNES LES MARAIS,AV DU GENERAL DE GAULLE 38 / 59251 ALLENNES LES MARAIS / FR,"50,54136","2,9483"
29417084,L'AUBERGE DE LA PLACE,RUE DANIELLE CASANOVA 1,AUBERVILLIERS,RUE DANIELLE CASANOVA 1 / 93300 AUBERVILLIERS / FR,"48,91249","2,38452"
29417052,CAFE DE LA GARE,AV DE VERDUN 116,ISSY LES MOULINEAUX,AV DE VERDUN 116 / 92130 ISSY LES MOULINEAUX / FR,"48,82307","2,27339"
29417027,LE REMONTE PENTE,MONT DE LA GRANDE COTE 112,LYON,MONT DE LA GRANDE COTE 112 / 69001 LYON / FR,"45,75498","4,83638"
29417060,LE BRAZZA,AV GABRIEL PERI 162,GENNEVILLIERS,AV GABRIEL PERI 162 / 92230 GENNEVILLIERS / FR,"48,9265","2,29471"
29418433,ASSOCIATION BOULISTES SANG & OR,PL VALERE VERMANDEL,AVION,PL VALERE VERMANDEL / 62210 AVION / FR,"50,40406","2,82714"
29417024,LE SYMPATIC,RUE LETENDUERE 9,ANGERS,RUE LETENDUERE 9 / 49000 ANGERS / FR,"47,52841","-0,52975"
29418431,LE BAR BOAT,QUAIDE L'OUEST 72,LILLE,QUAIDE L&#39;OUEST 72 / 59000 LILLE / FR,"50,63505","3,02317"
29417074,LE BAHIA,RUE DE LA PAIX 37,NORT SUR ERDRE,RUE DE LA PAIX 37 / 44390 NORT SUR ERDRE / FR,"47,43995","-1,49713"
29416782,BRUSSEL'S CAFE,. . CENTRE CIAL CARREFOUR LES BOUCH .,CRECHES SUR SAONE,. . CENTRE CIAL CARREFOUR LES BOUCH . / 71680 CRECHES SUR SAONE / FR,"46,24771","4,78534"
29416987,LA PETITE PORTE,BD ST MARTIN 20,PARIS,BD ST MARTIN 20 / 75010 PARIS / FR,"33,66094","-95,55551"
29418422,VERT MIDI,10 RUE CHAPELIER,AIX EN PROVENCE,10 RUE CHAPELIER / 13100 AIX EN PROVENCE / FR,"43,5361","5,39862"
29417058,L'ENTRACTE,RUE JEAN MOULIN 7,ANTONY,RUE JEAN MOULIN 7 / 92160 ANTONY / FR,"48,75368","2,297"
29418406,L'EQUIPE,197 RUE DU VIEUX PONT DE SEVRES,BOULOGNE BILLANCOURT,197 RUE DU VIEUX PONT DE SEVRES / 92100 BOULOGNE BILLANCOURT / FR,"48,8288","2,23508"
29416991,LE DECK,AV DES DRUIDES 55,CARNAC,AV DES DRUIDES 55 / 56340 CARNAC / FR,"44,20612","3,58751"
29417042,LE PARIS BRUNE,BD BRUNE 135,PARIS,BD BRUNE 135 / 75014 PARIS / FR,"33,66094","-95,55551"
29418418,BAR LE REGINA,COURS CARNOT 47,CHÂTEAURENARD,COURS CARNOT 47 / 13160 CHÂTEAURENARD / FR,"43,88211","4,83969"
29418399,BRASSERIE DES PINS,137 RTE DE TARBES,TOURNEFEUILLE,137 RTE DE TARBES / 31170 TOURNEFEUILLE / FR,"43,58683","1,31967"
29416989,LE NATIONAL,PL NATIONALE 20,DIEPPE,PL NATIONALE 20 / 76200 DIEPPE / FR,"49,9098","1,13182"
29417030,LE BLUE NOTE,RTE DE VIRE,SOURDEVAL,RTE DE VIRE / 50150 SOURDEVAL / FR,"48,72516","-0,90014"
29416954,AUX MARSOUINS,BD DU PORT ROYAL 50,PARIS,BD DU PORT ROYAL 50 / 75005 PARIS / FR,"33,66094","-95,55551"
29418404,ZOO DOUE LA FONTAINE SODEXO - BL,RTE DE CHOLET 103,DOUE LA FONTAINE,RTE DE CHOLET 103 / 49700 DOUE LA FONTAINE / FR,"47,19427","-0,2768"
29416965,MERCURE ACCOR,PL BOSTON CITIS 2,HEROUVILLE ST CLAIR,PL BOSTON CITIS 2 / 14200 HEROUVILLE ST CLAIR / FR,"42,82623","-82,49288"
29418402,LE BIJOU BAR,3 PL ERNEST BARRAUD,COUTRAS,3 PL ERNEST BARRAUD / 33230 COUTRAS / FR,"45,03915","-0,10547"
29416972,LE CHEFFIELD,RUE BLANQUI 4,MONTCEAU LES MINES,RUE BLANQUI 4 / 71300 MONTCEAU LES MINES / FR,"46,67536","4,36555"
29416465,LES DELICES D'ASIE,.,MOISSAC,. / 82200 MOISSAC / FR,"44,12606","1,09816"
29417020,A GOGO LOUNGE,RUE FAIDHERBE 38,LE HAVRE,RUE FAIDHERBE 38 / 76600 LE HAVRE / FR,"49,49675","0,1399"
29417015,LE J.J. PUB,RUE DE LA LOIRE 32B,FEURS,RUE DE LA LOIRE 32B / 42110 FEURS / FR,"45,74433","4,22216"
29418395,LE MARYLAND,221 RUE STE CATHERINE,BORDEAUX,221 RUE STE CATHERINE / 33000 BORDEAUX / FR,"44,85758","-0,57343"
29416775,CAFE DE LA MAIRIE,RUE GASTON MORIN 3,DOMART EN PONTHIEU,RUE GASTON MORIN 3 / 80620 DOMART EN PONTHIEU / FR,"50,0758","2,12332"
29416924,LE ROYAL,RUE ARISTIDE BRIAND 23,GRAVIGNY,RUE ARISTIDE BRIAND 23 / 27930 GRAVIGNY / FR,"49,03933","1,15789"
29416916,CAMPING L'OREE DU BOIS,CHEMIN BLANC,RANG DU FLIERS,CHEMIN BLANC / 62180 RANG DU FLIERS / FR,"50,41971","1,63445"
29418383,LE PAIN QUOTIDIEN,5 PL RICHELME,AIX EN PROVENCE,5 PL RICHELME / 13100 AIX EN PROVENCE / FR,"43,5361","5,39862"
29417009,LE ROI SOLEIL,AV ML DELATTRE DE TASSIGNY 19,BOULOGNE BILLANCOURT,AV ML DELATTRE DE TASSIGNY 19 / 92100 BOULOGNE BILLANCOURT / FR,"48,83639","2,23909"
29416895,LE FAIR PLAY,RUE DE LA REPUBLIQUE 17,BELLEVILLE,RUE DE LA REPUBLIQUE 17 / 69220 BELLEVILLE / FR,"39,82445","-97,63254"
29418364,CARRE D'AS,7 AV VICTOR HUGO,CHATEAURENARD,7 AV VICTOR HUGO / 13160 CHATEAURENARD / FR,"43,88211","4,83969"
29416831,CAFE DU MARCHE,GAL SURCOUF 62,AULNAY SOUS BOIS,GAL SURCOUF 62 / 93600 AULNAY SOUS BOIS / FR,"48,95455417","2,499104963"
29417011,LE BALTO,RUE DE STALINGRAD 1,NANTERRE,RUE DE STALINGRAD 1 / 92000 NANTERRE / FR,"48,89614","2,20706"
29416267,L ESTAMINET,PL DE L'EGLISE,LALIZOLLE,PL DE L&#39;EGLISE / 03450 LALIZOLLE / FR,"46,157","3,00112"
29416879,LE DARLY'S,RUE EMILE ZOLA 16,LE HAVRE,RUE EMILE ZOLA 16 / 76600 LE HAVRE / FR,"49,49675","0,1399"
29416885,CAMPING LA COTE SAUVAGE,LA PALMYRE,LES MATHES,LA PALMYRE / 17570 LES MATHES / FR,"45,67334694","-1,146162524"
29417006,LE GEVAUDAN,RUE MARBEUF 11B,PARIS,RUE MARBEUF 11B / 75008 PARIS / FR,"48,867755","2,30256"
29416862,LE CAVEAU,RUE DOCTEUR EBRARD 7,BOURG EN BRESSE,RUE DOCTEUR EBRARD 7 / 01000 BOURG EN BRESSE / FR,"46,25076","5,22313"
29418346,CHEZ LES FILLES,35 RUE DE LA REPUBLIQUE,SAINT ETIENNE,35 RUE DE LA REPUBLIQUE / 42000 SAINT ETIENNE / FR,"44,64235","6,48327"
29417001,PIZZA TINO,FRONT DE MER,ROYAN,FRONT DE MER / 17600 ROYAN / FR,"45,62558","-1,02693"
29416863,AU GOUT DU JOUR,RUE DUQUESNE 16,DIEPPE,RUE DUQUESNE 16 / 76200 DIEPPE / FR,"49,9098","1,13182"
29416993,CAFE DE LA JEUNESSE,PL J.B.CLEMENT 1,NOUVION SUR MEUSE,PL J.B.CLEMENT 1 / 08160 NOUVION SUR MEUSE / FR,"49,70896","4,79732"
29416974,HOTEL DES GRANGES,AVE GENERAL DE GAULLE 89,MAIZIERES LA GRDE PAROISSE,AVE GENERAL DE GAULLE 89 / 10510 MAIZIERES LA GRDE PAROISSE / FR,"50,32177","2,44182"
29416868,LE BISTRO DU MAIL,RUE RASSETEAU,CHATELLERAULT,RUE RASSETEAU / 86100 CHATELLERAULT / FR,"46,82176","0,54439"
29416861,LA LOCO,RUE GAMBETTA 9,LAGNY,RUE GAMBETTA 9 / 77400 LAGNY / FR,"49,61535","2,9183"
29416741,CAFE DE LA BRASSERIE,RUE DU LUXEMBOURG 150,ROUBAIX,RUE DU LUXEMBOURG 150 / 59100 ROUBAIX / FR,"50,69136","3,17346"
29416938,TERMINUS,COUR MIRABEAU 58,AIX EN PROVENCE,COUR MIRABEAU 58 / 13100 AIX EN PROVENCE / FR,"43,5361","5,39862"
29416951,LA RIA,RUE DU CENTRE 77,DOUVAINE,RUE DU CENTRE 77 / 74140 DOUVAINE / FR,"46,30608","6,30249"
29418322,LE BURDIGALA,AV PENHOET 2,ST NAZAIRE,AV PENHOET 2 / 44600 ST NAZAIRE / FR,"47,28005","-2,25054"
29418311,L'ILE AUX PIZZAS,PLACE DU GRAND MARCHE 18,TOURS,PLACE DU GRAND MARCHE 18 / 37000 TOURS / FR,"47,39842","0,69596"
29416909,LAC DE SARAMON,RES VACANCES & BASE LOISIRS,SARAMON,RES VACANCES &amp; BASE LOISIRS / 32450 SARAMON / FR,"43,52455","0,76027"
29416828,A L'ABRI DES COUPS DE MER,RUE DU GENERAL LECLERC 54,L'ILE D'YEU,RUE DU GENERAL LECLERC 54 / 85350 L&#39;ILE D&#39;YEU / FR,"46,72297","-2,35027"
29416850,LE CONDE,RUE DE CONDE 15,LILLE,RUE DE CONDE 15 / 59000 LILLE / FR,"50,61944","3,06272"
29416892,LE CAFE DU PALAIS,PLACE DU PALAIS DE JUSTICE 1,NICE,PLACE DU PALAIS DE JUSTICE 1 / 06300 NICE / FR,"43,696715","7,27375"
29416843,BRASSERIE LE TIMIS,AV CARNOT 9,BESANCON,AV CARNOT 9 / 25000 BESANCON / FR,"43,61895","-1,26275"
29416810,CASINO,AV GENERAL DE GAULLE,BERCK,AV GENERAL DE GAULLE / 62600 BERCK / FR,"50,40475","1,56519"
29416768,LE RALLYE,RUE DE SEINE 12,ALFORTVILLE,RUE DE SEINE 12 / 94140 ALFORTVILLE / FR,"48,79868","2,42332"
29416891,LE RELAIS DE MARCOUSSIS,BD NELATON 14,MARCOUSSIS,BD NELATON 14 / 91460 MARCOUSSIS / FR,"48,64255","2,23158"
29416795,LA PASSERELLE,AV SECRETAN 84,PARIS,AV SECRETAN 84 / 75019 PARIS / FR,"48,87901","2,37798"
29416897,RESTAURANT DE LA MARINE,RTE DE VOID,SAUVOY,RTE DE VOID / 55190 SAUVOY / FR,"48,67701","5,49189"
29416791,LE ROYAL VOUVRAY,AV JEAN MOULIN 22,PARIS,AV JEAN MOULIN 22 / 75014 PARIS / FR,"48,82706","2,32477"
29416806,LE CRISTAL BAR,PL ROYAL,PIGNANS,PL ROYAL / 83790 PIGNANS / FR,"43,30115","6,23053"
29416877,CAFE DE LA POSTE,PL DE LA POSTE,BREUILLET,PL DE LA POSTE / 17920 BREUILLET / FR,"45,6906428","-1,053138679"
29416880,LES COPAINS D'ABORD,LE BOURG,SERIGNAC SUR GARONNE,LE BOURG / 47310 SERIGNAC SUR GARONNE / FR,"44,21395","0,48424"
29418296,LE TAL AR GROEZ,1 RUE GRANDE RUE,LOCMIQUELIC,1 RUE GRANDE RUE / 56740 LOCMIQUELIC / FR,"47,72316","-3,33941"
29416787,BRASSERIE DE LA POSTE,AV VICTORIA 32,AIX LES BAINS,AV VICTORIA 32 / 73100 AIX LES BAINS / FR,"45,6895","5,91565"
29418279,LE GREEN FEE,CHEMIN ST CRESCENT,NARBONNE,CHEMIN ST CRESCENT / 11100 NARBONNE / FR,"43,18357","3,00402"
29416748,AU BON COIN,RUE CLAUDE DECAEN 40,PARIS,RUE CLAUDE DECAEN 40 / 75012 PARIS / FR,"33,66094","-95,55551"
29418281,LE TERMINUS,97 RTE DE CLISSON,ST SEBASTIEN /LOIRE,97 RTE DE CLISSON / 44230 ST SEBASTIEN /LOIRE / FR,"47,62616","-0,96428"
29416848,CAFE LE GAMBETTA,PLACE GAMBETTA 17,CASTELNAU-MONTRATIER-SAINTE-ALAUZIE,PLACE GAMBETTA 17 / 46170 CASTELNAU-MONTRATIER-SAINTE-ALAUZIE / FR,"44,26929","1,34372"
29418275,LES PLATANES,17 BD STALINGRAD,NANTES,17 BD STALINGRAD / 44000 NANTES / FR,"-22,61911","-51,23554"
29418230,L'ESCALE,RTE DE LA PLAGE 2,LA FORET FOUESNANT,RTE DE LA PLAGE 2 / 29940 LA FORET FOUESNANT / FR,"47,90801","-3,98306"
29416852,LE GIL CLUB  -   BASE DE LOISIRS,RUE AMPERE-,CAUDRY,RUE AMPERE- / 59540 CAUDRY / FR,"50,11907","3,41882"
29416738,AUBERGE DE LA ROCHE CHEVRIERE,AUSSOIS,MODANE,AUSSOIS / 73500 MODANE / FR,"45,20169","6,67283"
29416654,CAFE DE LA PAIX,AV JOSEPH PAOLI,LA BOLLENE VESUBIE,AV JOSEPH PAOLI / 06450 LA BOLLENE VESUBIE / FR,"43,9895","7,33106"
29418267,LES PEUPLIERS II,22 BD BARTHELEMY,MARSEILLE,22 BD BARTHELEMY / 13009 MARSEILLE / FR,"43,29222","5,42017"
29416696,LE MAC EVANS,RUE CARNOT 2,LE NEUBOURG,RUE CARNOT 2 / 27110 LE NEUBOURG / FR,"49,15027","0,90708"
29418205,AMICALE BOULISTE CRAVANT,BRG,CRAVANT LES COTEAUX,BRG / 37500 CRAVANT LES COTEAUX / FR,"47,14645","0,27865"
29416837,LE PONT ROYAL,AV ARISTIDE BRIAND 186,BAGNEUX,AV ARISTIDE BRIAND 186 / 92220 BAGNEUX / FR,"48,7979","2,3137"
29416820,LE BREGERE,AV DU GENERAL LECLERC 112,BOULOGNE,AV DU GENERAL LECLERC 112 / 92100 BOULOGNE / FR,"48,83081","2,23391"
29416666,LA FLORIA,L'ENVERS DU CHINAILLON,LE GRAND BORNAND,L&#39;ENVERS DU CHINAILLON / 74450 LE GRAND BORNAND / FR,"45,9677954","6,451612621"
29418210,LA FOURNEE DE JOSEPH,RUE PORTALIS 32,AIX EN PROVENCE,RUE PORTALIS 32 / 13100 AIX EN PROVENCE / FR,"43,5361","5,39862"
29418232,CAFE DU STADE,RUE DU DOCTEUR BROUSSE 77,PONT DE BRIQUES,RUE DU DOCTEUR BROUSSE 77 / 62360 PONT DE BRIQUES / FR,,
29418240,LA BUVETTE DES HALLES,LES HALLESLES HALLES,NARBONNE,LES HALLESLES HALLES / 11100 NARBONNE / FR,"43,18357","3,00402"
29418215,PIERRE ET VACANCES SODEXO,VILLAGE DU PONT ROYAL,MALLEMORT,VILLAGE DU PONT ROYAL / 13370 MALLEMORT / FR,"43,72892","5,18419"
29416661,LE LOMPRET,RUE PAUL BRAME 95,LOMPRET,RUE PAUL BRAME 95 / 59840 LOMPRET / FR,"50,66402","2,99524"
29416821,CAFE DE LA GARE,RUE LEON BLUM 27,MOREUIL,RUE LEON BLUM 27 / 80110 MOREUIL / FR,"49,77687","2,47658"
