ABI_SFA_SAPID__c,Name,ABI_DTT_AddressFirstLine__c,ABI_SFA_City__c,ABI_SFA_Address__c,ShippingLatitude,ShippingLongitude
29409882,LA BALIVERNE,RUE GRAND'RUE,MOLIERES,RUE GRAND&#39;RUE / 82220 MOLIERES / FR,"44,19203","1,36014"
29409884,BAR DES AMIS,BD LEONCE GRANIE 48,CAUSSADE,BD LEONCE GRANIE 48 / 82300 CAUSSADE / FR,"44,1611","1,5356"
29409885,LE QUERCY,AV DU QUERCY 25,VILLEFRANCHE DE ROUERGUE,AV DU QUERCY 25 / 12200 VILLEFRANCHE DE ROUERGUE / FR,"44,35327","2,03032"
29409887,LE DRAVEIL,AV HENRI BARBUSSE 105,DRAVEIL,AV HENRI BARBUSSE 105 / 91210 DRAVEIL / FR,"48,68574","2,40851"
29409889,LE PRESIDENT,AV DU PDT SALVADOR ALLENDE 233,COLOMBES,AV DU PDT SALVADOR ALLENDE 233 / 92700 COLOMBES / FR,"48,92274","2,24712"
29409890,MOORIS,RUE DE LA ROQUETTE 14,PARIS,RUE DE LA ROQUETTE 14 / 75011 PARIS / FR,"33,66094","-95,55551"
29409893,CAFE DU CENTRE,PL DE LA REPUBLIQUE 19,CYSOING,PL DE LA REPUBLIQUE 19 / 59830 CYSOING / FR,"50,56457","3,21402"
29409894,LYCEE PRO  ILE DE FLANDRE,QUAI DE LA DERIVATION,ARMENTIERES CEDEX  BP 106,QUAI DE LA DERIVATION / 59427 ARMENTIERES CEDEX  BP 106 / FR,"46,63611","1,38621"
29409895,ROYAL BOURSE OPERA,RUE DU 4 SEPTEMBRE 11,PARIS,RUE DU 4 SEPTEMBRE 11 / 75002 PARIS / FR,"33,66094","-95,55551"
29409899,CAFE DE ROUEN,PL DU VIEUX MARCHE ET 63 61,ROUEN,PL DU VIEUX MARCHE ET 63 61 / 76000 ROUEN / FR,"49,44352","1,08794"
29409901,CAFE DE LA ROSE,RTE DE GODEWAERSVELDE 48,FLETRE,RTE DE GODEWAERSVELDE 48 / 59270 FLETRE / FR,"50,7577","2,64154"
29409902,LE PRIEURE,QUAI YERMOLOFF 6,LA TRONCHE,QUAI YERMOLOFF 6 / 38700 LA TRONCHE / FR,"45,46679","1,73696"
29409903,HOTEL LES BALLADINS,RUE BOULANGER ZI DU BREZET 43,CLERMONT FERRAND,RUE BOULANGER ZI DU BREZET 43 / 63100 CLERMONT FERRAND / FR,"45,78592","3,1154"
29409904,L'ARLEQUIN,PL CALMETTE 31,PETIT FORT PHILIPPE,PL CALMETTE 31 / 59820 PETIT FORT PHILIPPE / FR,"43,10986","-79,10586"
29409906,CAMPING DE NEUVIC,.,NEUVIC SUR L'ISLE,. / 24190 NEUVIC SUR L&#39;ISLE / FR,"45,0892","0,46638"
29409907,LE ST VINCENT,ZAC DU MOULIN CC AUCHAN,FACHES THUMESNIL,ZAC DU MOULIN CC AUCHAN / 59155 FACHES THUMESNIL / FR,"50,58794","3,07624"
29409908,LE YEARLING,RUE FERNAND DARCHICOURT 1,HENIN BEAUMONT,RUE FERNAND DARCHICOURT 1 / 62110 HENIN BEAUMONT / FR,"50,42046","2,94786"
29409909,LE PONT DE ROCHE BRUNE,. . .,ROCHE BRUNE,. . . / 05190 ROCHE BRUNE / FR,"44,45217","6,19209"
29409911,EL BARRIO,PL GEORGES CLEMENCEAU 3,LORGUES,PL GEORGES CLEMENCEAU 3 / 83510 LORGUES / FR,"43,48175","6,35875"
29409912,CHEZ CHEN,RUE DE L OURCQ 48,PARIS,RUE DE L OURCQ 48 / 75019 PARIS / FR,"48,89186","2,38015"
29409913,LE STELLA,RUE HENRI MAYER 5,ISSY LES MOULINEAUX,RUE HENRI MAYER 5 / 92130 ISSY LES MOULINEAUX / FR,"48,8281","2,27545"
29409916,CAFÄ DES PROMENADES,ALL DE LA LIBERATION 1,SOREZE,ALL DE LA LIBERATION 1 / 81540 SOREZE / FR,"43,44099","2,08048"
29442040,GASSE NOISETTE,RUE DU PONT 2,ROMORANTIN,RUE DU PONT 2 / 41200 ROMORANTIN / FR,,
29442041,LE STARLING,RUE DE LA RABATERIE 27,SAINT PIERRE DES CORPS,RUE DE LA RABATERIE 27 / 37700 SAINT PIERRE DES CORPS / FR,"47,38963","0,72039"
29442042,TAXI AUDONIEN,RUE DE LA POSTE 41,ST OUEN LES VIGNES,RUE DE LA POSTE 41 / 37530 ST OUEN LES VIGNES / FR,"46,22475","0,64932"
29442043,LE MARRONNIER,LE PASSOIR .,SAINT GUYOMARD,LE PASSOIR . / 56460 SAINT GUYOMARD / FR,"47,77945","-2,50224"
29442044,L'ATLANTIQUE,BOULEVARD GAMBETTA 107,MORLAIX,BOULEVARD GAMBETTA 107 / 29600 MORLAIX / FR,"45,99524","2,02179"
29442045,LE TERROIR,RUE MAO 1,SAINT-YVI,RUE MAO 1 / 29140 SAINT-YVI / FR,"47,96744","-3,93379"
29442047,BISTROT FERNAND,BLD FERNAND MOUREAUX 58,TROUVILLE SUR MER,BLD FERNAND MOUREAUX 58 / 14360 TROUVILLE SUR MER / FR,"49,37248","0,1014"
29442049,SO BAR,LE LAVACHET,TIGNES,LE LAVACHET / 73320 TIGNES / FR,"45,48165","6,93642"
29442050,THE MARMOT ARMS,RUE DE LA POSTE,TIGNES,RUE DE LA POSTE / 73320 TIGNES / FR,"45,48165","6,93642"
29442051,LE CHEVILLARD,BD MARECHAL LECLERC 4,TOULOUSE,BD MARECHAL LECLERC 4 / 31000 TOULOUSE / FR,"43,60692","1,43088"
29442052,LES ZYGOS,PLACE DUPUY .,TOULOUSE,PLACE DUPUY . / 31000 TOULOUSE / FR,"43,59605","1,43214"
29442054,LE BISTROT DE FANNY,GRANDE RUE,ROYAN,GRANDE RUE / 17200 ROYAN / FR,"45,62558","-1,02693"
29442055,COMPTOIR DES VIGNES,COULOIR DE L'EUROPE 37,ROYAN,COULOIR DE L&#39;EUROPE 37 / 17200 ROYAN / FR,"45,62558","-1,02693"
29442056,LATINO,RELIGIEUSE ANGLAISE 1,BOULOGNE SUR MER,RELIGIEUSE ANGLAISE 1 / 62200 BOULOGNE SUR MER / FR,"50,72612","1,63798"
29442057,AU COIN DES AMIS,.,VAL D'ISERE,. / 73150 VAL D&#39;ISERE / FR,"45,44892","6,98015"
29442058,LA FABRIC,. . .,VALMEINIER,. . . / 73450 VALMEINIER / FR,"45,15208","6,50828"
29442059,BAR LA BARAQUE,RUE DE THERE 63,BEAUVAIS,RUE DE THERE 63 / 60000 BEAUVAIS / FR,"48,50687","2,44834"
29442060,LATELIER 40,AVENUE DES FRUITIERS 40,SAINT DENIS,AVENUE DES FRUITIERS 40 / 93200 SAINT DENIS / FR,"48,92049","2,35432"
29442061,D'ABORD LES COPAINS,AVENUE GEORGES CLEMENCEAU 66,LE PERREUX-SUR-MARNE,AVENUE GEORGES CLEMENCEAU 66 / 94170 LE PERREUX-SUR-MARNE / FR,"48,83968","2,50785"
29442062,LE SAINT MARS,RUE D'ANJOU 7,ST MARS LA JAILLE,RUE D&#39;ANJOU 7 / 44540 ST MARS LA JAILLE / FR,,
29442066,OCEAN MAYENNE,LA BOTELIERE,ARON,LA BOTELIERE / 53440 ARON / FR,"24,39906","77,41772"
29442067,OPHELIA,RUE DU MAINE 37,BONCHAMP LES LAVAL,RUE DU MAINE 37 / 53960 BONCHAMP LES LAVAL / FR,"48,0677","-0,69907"
29442068,CHINATOWN,RUE RUE SAINTE MARGUERITTE RUE,DAVEZIEUX,RUE RUE SAINTE MARGUERITTE RUE / 07420 DAVEZIEUX / FR,"45,25555","4,70615"
29442069,LA PROMENADE,AVENUE DE QUEBEC 9,ST VALLIER,AVENUE DE QUEBEC 9 / 26240 ST VALLIER / FR,"45,29474","-0,0616"
29442070,LE COQ HARDY,RUE CAROLY MARY 65,HAUTMONT,RUE CAROLY MARY 65 / 59330 HAUTMONT / FR,"50,24589","3,91961"
29442071,CHEZ BRAHIM,CENTRE COMMERCIAL DE LA MOISERIE,CHATEAU THIERRY,CENTRE COMMERCIAL DE LA MOISERIE / 02400 CHATEAU THIERRY / FR,"49,05642","3,38153"
29442072,LE CENTRE,RUE DU GENERAL DE GAULLE 2,CRAMANT,RUE DU GENERAL DE GAULLE 2 / 51530 CRAMANT / FR,"48,98717","4,00058"
29442073,AMICALE LAIQUE,RUE JULES FERRY 20,LE PALAIS-SUR-VIENNE,RUE JULES FERRY 20 / 87410 LE PALAIS-SUR-VIENNE / FR,"45,87373","1,32452"
29442074,COOL SIDE 87,IMPASSE DE LA MAIRIE,SAINT SYLVESTRE,IMPASSE DE LA MAIRIE / 87240 SAINT SYLVESTRE / FR,"45,99524","1,37771"
29442075,LE PORTELETTE,5 ALLÉE DES CHENES,ISLE,5 ALLÉE DES CHENES / 87170 ISLE / FR,"45,80457","1,22604"
29652896,ASSO LA JEUNE FRANCE,RUE DES PRES FLEURIS 4,HERBAULT,RUE DES PRES FLEURIS 4 / 41190 HERBAULT / FR,"47,6041","1,1403"
29652897,LA SARRAZINE,RUE DU PONT 21,BLERE,RUE DU PONT 21 / 37150 BLERE / FR,"47,32742","0,99212"
29652898,CHEZ GIGI,RUE DU MOULIN,LE LOUROUX,RUE DU MOULIN / 37240 LE LOUROUX / FR,"47,15654","0,76168"
29652899,EPAF VACANCE,RUE DE LA CARTE,BALLAN MIRE,RUE DE LA CARTE / 37510 BALLAN MIRE / FR,"47,34096","0,61413"
29652900,LE CAFE CERE,RUE RABELAIS 9,CERE LA RONDE,RUE RABELAIS 9 / 37460 CERE LA RONDE / FR,"47,25401","1,18143"
29652901,LE DONG,PL SERAUCOURT 35,BOURGES,PL SERAUCOURT 35 / 18000 BOURGES / FR,"47,07698","2,4004"
29652902,FESTIVAL LES COURANTS,PARC DE L ILE D'OR,AMBOISE,PARC DE L ILE D&#39;OR / 37400 AMBOISE / FR,"47,415885","0,98386"
29652903,LE KILOMETRE,LA BANDE D'EN BAS 0,LA BORNE,LA BANDE D&#39;EN BAS 0 / 18250 LA BORNE / FR,"45,9593","2,1253"
29652904,LE RENCARD,RUE JEAN-BAPTISTE TORRILHON 2,CLERMONT-FERRAND,RUE JEAN-BAPTISTE TORRILHON 2 / 63000 CLERMONT-FERRAND / FR,"45,78592","3,1154"
29652906,LE BERCAIL,RUE LEONARD DE VINCI (CC E.LECLERC) 58,PARTHENAY,RUE LEONARD DE VINCI (CC E.LECLERC) 58 / 79200 PARTHENAY / FR,"46,39907","-0,13463"
29652907,CAVE DE LA MADELEINE,ROUTE DE ROANNE 551,SAINT GERMAIN LAVAL,ROUTE DE ROANNE 551 / 42260 SAINT GERMAIN LAVAL / FR,"48,40901","2,99513"
29652908,TOTAL BIERE,AVENUE DE VICHY 84,BELLERIVE SUR ALLIER,AVENUE DE VICHY 84 / 03700 BELLERIVE SUR ALLIER / FR,"46,12158","3,39716"
29652909,AUBERGE DES  BUTTONS,LE RIANVERT,ROSNAY,LE RIANVERT / 36300 ROSNAY / FR,"46,53283","-1,30088"
29652910,ENTENTE FOOTBALL CLUB,RUE JULES PARISE 5 BIS,CLION,RUE JULES PARISE 5 BIS / 36700 CLION / FR,"45,48035","-0,50054"
29652911,LE BLUE MOAI,RUE DE LA REPUBLIQUE 130,CHATEAU RENAULT,RUE DE LA REPUBLIQUE 130 / 37110 CHATEAU RENAULT / FR,"47,59259","0,90912"
29652914,LE PAOLI,BD EUGENE PIERRE 59,MARSEILLE,BD EUGENE PIERRE 59 / 13005 MARSEILLE / FR,"43,29222","5,42017"
29652915,LE MOBY'S CAFE,BOULEVARD DE L YSER 38,ROUEN,BOULEVARD DE L YSER 38 / 76000 ROUEN / FR,"49,44146","1,09346"
29652916,LE BALI,BOULEVARD BAILLE 185,MARSEILLE,BOULEVARD BAILLE 185 / 13005 MARSEILLE / FR,"43,29222","5,42017"
29652918,MI BARRIO,RUE PERCIERE 4,ROUEN,RUE PERCIERE 4 / 76000 ROUEN / FR,"49,44146","1,09346"
29652919,CHEZ GAB'S,RUE JEAN JACQUES ROUSSEAU 12,PARIS,RUE JEAN JACQUES ROUSSEAU 12 / 75001 PARIS / FR,"33,66094","-95,55551"
29652963,BLACK BUILDING,RUE DU GRAND SAINT JEAN 13,MONTPELLIER,RUE DU GRAND SAINT JEAN 13 / 34000 MONTPELLIER / FR,"43,61342","3,8693"
29652964,L'ARGOAT,PLACE POBEGUIN 22,CLEGUEREC,PLACE POBEGUIN 22 / 56480 CLEGUEREC / FR,"48,12368","-3,06912"
29652965,L ILE DE MAN,RUE LEON DUBRESSONN 43,SAINT PIERRE DES CORPS,RUE LEON DUBRESSONN 43 / 37700 SAINT PIERRE DES CORPS / FR,"47,38963","0,72039"
29652966,LE DO RE MI,RUE DE L ERVE 1,SAINT REMY EN MAUGES,RUE DE L ERVE 1 / 49110 SAINT REMY EN MAUGES / FR,"47,25536","-0,98569"
29653450,BAR DE L'HOTEL DE VILLE,RUE DU PORT 27,CANCALE,RUE DU PORT 27 / 35260 CANCALE / FR,"48,67533","-1,852"
29653451,LES 4 VENTS,LES 4 VENTS 14,BAINS SUR OUST,LES 4 VENTS 14 / 35600 BAINS SUR OUST / FR,"47,70064","-2,08492"
29653452,CREPERIE LA RIVERAINE,FB MADELEINE 35,MALESTROIT,FB MADELEINE 35 / 56140 MALESTROIT / FR,"47,78124","-2,43618"
29653453,BARBEROUSSE,18 RUE TERRAILLE,LYON,18 RUE TERRAILLE / 69001 LYON / FR,"45,75498","4,83638"
29409917,BRASSERIE MINO,PL DE L'HOTEL DE VILLE 16,LA ROCHE SUR FORON,PL DE L&#39;HOTEL DE VILLE 16 / 74800 LA ROCHE SUR FORON / FR,"46,0672","6,31272"
29409918,LE BOBARD,BD CARNOT LE DURANGO 116,LE CANNET,BD CARNOT LE DURANGO 116 / 06110 LE CANNET / FR,"43,564515","7,016695"
29409919,BAR LE CABANON,RUE MARIUS ALLARD 31,ARLES,RUE MARIUS ALLARD 31 / 13200 ARLES / FR,"43,67527","4,62773"
29409921,CAMPING DE CHAMADOU,.,BALAZUC,. / 07120 BALAZUC / FR,"44,50884","4,37196"
29409922,LE TERMINUS,RUE DU 60EME R.I. 128,PICQUIGNY,RUE DU 60EME R.I. 128 / 80310 PICQUIGNY / FR,"49,97517","2,11019"
29409923,LA SOUPE AUX CHOUX,RTE DE LYON 7,GRENOBLE,RTE DE LYON 7 / 38000 GRENOBLE / FR,"45,18218","5,72115"
29409925,LES CAVES DU ROI,PASS DE LA GEOLE 5,VERSAILLES,PASS DE LA GEOLE 5 / 78000 VERSAILLES / FR,"38,43141","-92,84103"
29409926,LA BOULE NOIRE,RUE HALEVY 12,NICE,RUE HALEVY 12 / 06000 NICE / FR,"43,71222","7,23784"
29409927,AUBERGE DU BOULODROME,.,LA CHAMBRE,. / 73130 LA CHAMBRE / FR,"47,29689","-1,49222"
29409928,LE RELAIS DE FORTERRE,PL DE VERDUN,TAINGY,PL DE VERDUN / 89560 TAINGY / FR,"47,61595","3,40424"
29409929,BAR PMU,AV DU PLAN D'EAU,LES ANCIZES COMPS,AV DU PLAN D&#39;EAU / 63770 LES ANCIZES COMPS / FR,"45,93276","2,80506"
29409932,SNACK COUP DE COEUR,BD MONTEBELLO 143,LILLE,BD MONTEBELLO 143 / 59000 LILLE / FR,"50,6192","3,04931"
29409933,BAR DE GESPUNSART,RTE DE PUSSEMENY,GESPUNSART,RTE DE PUSSEMENY / 08700 GESPUNSART / FR,"49,81778","4,84398"
29409936,LE MUST,RUE JONQUIERE 63,PARIS,RUE JONQUIERE 63 / 75017 PARIS / FR,"48,89422","2,32046"
29409937,LE ZANZI,BD VOLTAIRE 184,PARIS,BD VOLTAIRE 184 / 75011 PARIS / FR,"33,66094","-95,55551"
29409938,LE ROYAL BAR,BD DE ROCHECHOUART 124,PARIS,BD DE ROCHECHOUART 124 / 75018 PARIS / FR,"33,66094","-95,55551"
29409941,LE RAPID BAR,RUE PASTEUR 50,COURBEVOIE,RUE PASTEUR 50 / 92400 COURBEVOIE / FR,"48,90484","2,26909"
29409942,AU TOUT VA BIEN,RUE PORTE AUX SAINTS 55,MANTES-LA-JOLIE,RUE PORTE AUX SAINTS 55 / 78200 MANTES-LA-JOLIE / FR,"48,98684","1,71745"
29409943,LE CONCORDE,RUE DE FONTAINEBLEAU 19,PARAY VIEILLE POSTE,RUE DE FONTAINEBLEAU 19 / 91550 PARAY VIEILLE POSTE / FR,"48,7245","2,35997"
29409944,LA BELLE ETOILE,CARR DE LA BELLE ETOILE,CORMOST,CARR DE LA BELLE ETOILE / 10800 CORMOST / FR,"48,15647","4,1324"
29409945,AUX GLACIERS,AV JEAN LOLIVE 163,PANTIN,AV JEAN LOLIVE 163 / 93500 PANTIN / FR,"48,89377","2,41521"
29409946,LE CHARDON LORRAIN,RUE DE METZ 58,WOIPPY,RUE DE METZ 58 / 57140 WOIPPY / FR,"49,1512","6,15017"
29409948,LE BONNARD,1 RUE BONNARD,JOUY EN JOSAS,1 RUE BONNARD / 78350 JOUY EN JOSAS / FR,"48,76372","2,16782"
29409949,BAR DES SPORTS,PL DE LA LIBERTE,VAAS,PL DE LA LIBERTE / 72420 VAAS / FR,"47,66802","0,3166"
29409951,LE VIDOCQ,RUE DES TROIS VISAGES 24,ARRAS,RUE DES TROIS VISAGES 24 / 62000 ARRAS / FR,"50,28999","2,76613"
29409952,O VINYLE,AV DU CAPITAINE BULLE,BEAUFORT SUR DORON,AV DU CAPITAINE BULLE / 73270 BEAUFORT SUR DORON / FR,"45,718785","6,574005"
29409954,LE CENTRAL HOTEL,RTE DE RIOM ES MONTAGNES CONDAT EN FENIE,CONDAT EN FENIERS,RTE DE RIOM ES MONTAGNES CONDAT EN FENIE / 15190 CONDAT EN FENIERS / FR,"46,16008","1,65584"
29409955,LE QUAI NEUF,QUAI NEUF 3,QUIMPER,QUAI NEUF 3 / 29000 QUIMPER / FR,"47,93642","-4,02045"
29409956,LA MARINE,QUAI DES BAUX 5,CASSIS,QUAI DES BAUX 5 / 13260 CASSIS / FR,"43,22305","5,55046"
29409960,LE GRAND COLLET,PL DE LA RESISTANCE 2,ALLEVARD LES BAINS,PL DE LA RESISTANCE 2 / 38580 ALLEVARD LES BAINS / FR,"46,16008","1,65584"
29679848,LA VILLA CARREE,ZA DU RIED 12,SCHWEIGHOUSE,ZA DU RIED 12 / 67590 SCHWEIGHOUSE / FR,,
29679849,RELAIS DES VILLARD,RT DU COL DU PETIT ST BERNARD 2376,SEEZ,RT DU COL DU PETIT ST BERNARD 2376 / 73700 SEEZ / FR,"45,62313","6,79905"
29679850,BRASSERIE LE CANBERRA,RUE PASSERELLE - DOMAINE UNIVER 430,SAINT MARTIN D HERES,RUE PASSERELLE - DOMAINE UNIVER 430 / 38400 SAINT MARTIN D HERES / FR,"45,44281","0,8445"
29442076,ASS DES DONNEURS DE SANG BENEVOL,29 RUE DE STRASBOURG,LIMOGES,29 RUE DE STRASBOURG / 87100 LIMOGES / FR,"45,85449","1,24887"
29442077,LE NUL BAR AILLEURS,AVENUE DE DUNKERQUE 779,LOMME,AVENUE DE DUNKERQUE 779 / 59160 LOMME / FR,"50,64562","2,98665"
29442078,BOUC SPORT TAMBOURAIN,RUE DE CLERMONT 73,BEAUVAIS,RUE DE CLERMONT 73 / 60000 BEAUVAIS / FR,"48,50687","2,44834"
29442079,TOMATO BISTROT,RUE DE BAGNOLET 78,PARIS,RUE DE BAGNOLET 78 / 75020 PARIS / FR,"33,66094","-95,55551"
29443409,LE COMPTOIR DE MAITRE KANTER,C.C ST PHILIPPE RTE DE ROUMANILLE,BIOT,C.C ST PHILIPPE RTE DE ROUMANILLE / 06410 BIOT / FR,"43,62725","7,09903"
29443412,AU BUREAU,ZA DU PONTEIX .,BOULAZAC,ZA DU PONTEIX . / 24750 BOULAZAC / FR,"45,18298395","0,764277602"
29443413,CAMPING LES CATALPAS,DE CAHORS CONDAT RTE,FUMEL,DE CAHORS CONDAT RTE / 47500 FUMEL / FR,"44,49823","0,96914"
29443415,CAMPING LES HYACINTHES,. NEGRELAT .,SARLAT,. NEGRELAT . / 24200 SARLAT / FR,"48,78874","3,02878"
29443416,PASTA PIZZA,RTE DES LANDES 213,BRAX,RTE DES LANDES 213 / 47310 BRAX / FR,"43,61503","1,23274"
29443417,L'EPHEMERE,LIEU DIT CARLAT,ST CLAR,LIEU DIT CARLAT / 32380 ST CLAR / FR,"-33,79728","150,7847"
29443418,BAR A VIN AIOLISÄ,RUE PRINCESSE 3,MONTAUBAN,RUE PRINCESSE 3 / 82000 MONTAUBAN / FR,"16,27134","-61,63188"
29443419,LA CHARTREUSE,. ST GEORGES .,CAHORS,. ST GEORGES . / 46000 CAHORS / FR,"44,45079","1,44052"
29443421,LE BEAUPRE,RUE ROGER SALENGRO 30,HAUBOURDIN,RUE ROGER SALENGRO 30 / 59390 HAUBOURDIN / FR,"50,6042","2,9871"
29443422,AUBERGE DU BOIS VERT,BOULEVARD DES ALLIES,FLINES LES RACHES,BOULEVARD DES ALLIES / 59148 FLINES LES RACHES / FR,"46,07774","2,92964"
29443423,BRASSERIE L'ESTEBAN,LE BOURG,MELAY,LE BOURG / 71340 MELAY / FR,"47,22065","-0,70455"
29443424,PIZZERIA LA TERANGA,PLACE DE LA LIBERATION 5,AUBIERE,PLACE DE LA LIBERATION 5 / 63170 AUBIERE / FR,"45,75066","3,11145"
29443425,AU RENCARD,RUE A GACHE - PLACE STE CLAIRE 4,GRENOBLE,RUE A GACHE - PLACE STE CLAIRE 4 / 38000 GRENOBLE / FR,"45,19116","5,73115"
29443426,CLASSICO FOOT,RUE SADI CARNOT ZAC DE LA MENUDE 7,PLAISANCE DU TOUCH,RUE SADI CARNOT ZAC DE LA MENUDE 7 / 31830 PLAISANCE DU TOUCH / FR,"43,56516","1,29571"
29443427,MILESKER,RUE PUTTILENEA 11,URRUGNE,RUE PUTTILENEA 11 / 64122 URRUGNE / FR,"43,36281","-1,6996"
29443429,LE SKY'S BAR,RUE DE LA TOUR 14,VERNEUIL,RUE DE LA TOUR 14 / 51700 VERNEUIL / FR,"44,81638","-0,06363"
29443430,L'INNANTTENDU,LE BOURG,NEDDE,LE BOURG / 87120 NEDDE / FR,"45,72101","1,82646"
29443431,LE 421,RUE DE L'EGALITE 1,HAUTE AVESNES,RUE DE L&#39;EGALITE 1 / 62144 HAUTE AVESNES / FR,"50,32877","2,63922"
29443433,LE MONOCLE,RUE MERCIERE 15,LYON,RUE MERCIERE 15 / 69002 LYON / FR,"45,75498","4,83638"
29443434,CAFE DES MACCHABEES,RUE DES MACCHABEES 6,LYON,RUE DES MACCHABEES 6 / 69005 LYON / FR,"45,75498","4,83638"
29443435,LA NATION,PLACE DE LA NATION 0,CALAIS,PLACE DE LA NATION 0 / 62100 CALAIS / FR,"50,94534475","1,867189755"
29443436,EPICURIEN,PLACE DE LA MAIRIE 4,TRIGNY,PLACE DE LA MAIRIE 4 / 51140 TRIGNY / FR,"49,29772","3,88984"
29443437,SHN DE PICARDIE,RAMA QUARTIER MANGIN 1,COUVRON ET AUMENCOURT,RAMA QUARTIER MANGIN 1 / 02270 COUVRON ET AUMENCOURT / FR,"49,64431","3,51733"
29443439,LES SCORPIONS,BOULEVARD CHARLES STOESSEL 47,MULHOUSE,BOULEVARD CHARLES STOESSEL 47 / 68200 MULHOUSE / FR,"47,74953","7,33975"
29443440,IDEAL BAR,AVENUE DE LA RÉSISTANCE 5,LE RAINCY,AVENUE DE LA RÉSISTANCE 5 / 93340 LE RAINCY / FR,"48,89674","2,51953"
29443441,DOMAINE DU HAUT DES BLUCHES,ROUTE DES PLANCHES 5,LA BRESSE,ROUTE DES PLANCHES 5 / 88250 LA BRESSE / FR,"48,00532","6,87575"
29653454,HOSTELLERIE LES COURONNES,RUE DE CHOUZY 152,CHOUZY SUR CISSE,RUE DE CHOUZY 152 / 41150 CHOUZY SUR CISSE / FR,"47,5221","1,24561"
29653455,CHEZ CAMILLE,PL DE L'HOTEL DE VILLE 14,CHALON SUR SAONE,PL DE L&#39;HOTEL DE VILLE 14 / 71100 CHALON SUR SAONE / FR,"46,78106","4,85308"
29653456,LA BONNE HUMM HEURE,RUE DES CORNILLONS 8,CHALON SUR SAONE,RUE DES CORNILLONS 8 / 71100 CHALON SUR SAONE / FR,"46,78156","4,85633"
29653457,HOTEL LE PETIT PRINCE,ROUTE DE LA POSTE,ALPE D'HUEZ,ROUTE DE LA POSTE / 38750 ALPE D&#39;HUEZ / FR,"12,8738","74,88537"
29653458,LA POMME DE PIN,RUE DES CHENUS,COURCHEVEL,RUE DES CHENUS / 73120 COURCHEVEL / FR,"45,39544","6,63961"
29653459,GENEPI,RUE PARK CITY,ST BON TARENTAISE,RUE PARK CITY / 73120 ST BON TARENTAISE / FR,"45,3731","4,48893"
29653460,ZINC DES NEIGES,PUE PARC CITY,ST BON TARENTAISE,PUE PARC CITY / 73120 ST BON TARENTAISE / FR,"45,3731","4,48893"
29653461,LES FLOCONS,RUE DES ROIS,COURCHEVEL 1550,RUE DES ROIS / 73120 COURCHEVEL 1550 / FR,,
29653463,L'ESCAPADE,RUE DE LA MER 70,OUISTREHAM,RUE DE LA MER 70 / 14150 OUISTREHAM / FR,"49,27467","-0,25969"
29653464,L'EQUINOXE,PL DU HAUT DES LICES 3,RENNES,PL DU HAUT DES LICES 3 / 35000 RENNES / FR,"48,11187","-1,68011"
29653465,TY BREQ,PL ALBERT BAYET 4,RENNES,PL ALBERT BAYET 4 / 35200 RENNES / FR,"48,085","-1,69283"
29653467,LA VAGUE,BD DE ROCHEBONNE 73,SAINT MALO,BD DE ROCHEBONNE 73 / 35400 SAINT MALO / FR,"48,66266","-1,989"
29653468,PLANETALIS,PLACE ROBERT SHUMAN 10,GRENOBLE,PLACE ROBERT SHUMAN 10 / 38000 GRENOBLE / FR,"45,18218","5,72115"
29653470,AU BUREAU,ROND POINT DES CLOUETS - PARC D'ACTIVITE,VAL DE REUIL,ROND POINT DES CLOUETS - PARC D&#39;ACTIVITE / 27100 VAL DE REUIL / FR,"49,24788771","1,184668286"
29653471,CHALET DE LA RIVONNERIE,LE BOURG 0,AUTRECHE,LE BOURG 0 / 37110 AUTRECHE / FR,"47,52284","1,00269"
29653472,LE RENDEZ VOUS,RUE JEAN PERRIN 18,CHAMBRAY LES TOURS,RUE JEAN PERRIN 18 / 37170 CHAMBRAY LES TOURS / FR,"47,34576","0,72912"
29653473,LA CIVETTE,RTE DE TOURS 15,MONTRICHARD,RTE DE TOURS 15 / 41400 MONTRICHARD / FR,"47,34565","1,22496"
29653474,L'ECHO DE RABELAIS,RUE DU CHATEAU 2,CHINON,RUE DU CHATEAU 2 / 37500 CHINON / FR,"47,16619","0,23807"
29653476,PANDA,RTE DE TOURNAI,WAZIERS,RTE DE TOURNAI / 62500 WAZIERS / FR,"50,38733","3,11765"
29653477,LE LOKI,RUE ARCISSE DE CAUMONT 11,CAEN,RUE ARCISSE DE CAUMONT 11 / 14000 CAEN / FR,"49,18498","-0,36989"
29653478,L'AUBERGE DU SICHON,PLACE DE LA POSTE 5,FERRIERES SUR SICHON,PLACE DE LA POSTE 5 / 03250 FERRIERES SUR SICHON / FR,"46,02546","3,64875"
29653479,FRESH BURRITOS,RUE DU PRE BOTTE 18,RENNES,RUE DU PRE BOTTE 18 / 35000 RENNES / FR,"48,10925","-1,67841"
29653480,CASINO BARRIERE DE OUISTREHAM,PLACE ALFRED THOMAS 51,OUISTREHAM,PLACE ALFRED THOMAS 51 / 14150 OUISTREHAM / FR,"49,27467","-0,25969"
29653481,LE PHARAON,RUE MARECHAL JOFFRE 18,RENNES,RUE MARECHAL JOFFRE 18 / 35000 RENNES / FR,"43,96147","2,26056"
