ABI_SFA_SAPID__c,Name,ABI_DTT_AddressFirstLine__c,ABI_SFA_City__c,ABI_SFA_Address__c,ShippingLatitude,ShippingLongitude
29575447,PIZZA NICOLASS,RTE DE DAX,ST VINCENT DE TYROSSE,RTE DE DAX / 40230 ST VINCENT DE TYROSSE / FR,"44,62471","-80,66026"
29575448,LE ST JAMES,ROUTE DE MADRID (DS LE BOIS DE BOUL,PARIS,ROUTE DE MADRID (DS LE BOIS DE BOUL / 75016 PARIS / FR,"48,878295","2,31984"
29575470,LE BISTROQUET,RUE DE LA REPUBLIQUE 68,MEUDON,RUE DE LA REPUBLIQUE 68 / 92190 MEUDON / FR,"48,80559","2,23549"
29575471,LE BALTO,CHS JULES CESAR 131,FRANCONVILLE,CHS JULES CESAR 131 / 95130 FRANCONVILLE / FR,"48,9983","2,23046"
29575472,PIZZA NELLA,RUE BALARD 27,PARIS,RUE BALARD 27 / 75015 PARIS / FR,"48,84345","2,27758"
29575473,LE RALLYE,BOULEVARD DU HAVRE 204,PIERRELAYE,BOULEVARD DU HAVRE 204 / 95480 PIERRELAYE / FR,"49,00098535","2,181985703"
29575474,AU BUREAU,AVENUE D'ANTIBES 1207,AMILLY,AVENUE D&#39;ANTIBES 1207 / 45200 AMILLY / FR,"47,97659","2,73349"
29575475,LE SAINT MARTIN,LE BOURG,BRUX,LE BOURG / 86510 BRUX / FR,"46,25031","0,19236"
29575476,CAMPING DE CIVRAY,ROUTE DE ROCHE,CIVRAY,ROUTE DE ROCHE / 86400 CIVRAY / FR,"46,15081323","0,297820846"
29575477,LE NOVELTY,RUE GEORGES SAND,LONGJUMEAU,RUE GEORGES SAND / 91160 LONGJUMEAU / FR,"48,70201","2,299865"
29575478,LE PICARDIE,RUE DES ETATS-UNIS 25,VERSAILLES,RUE DES ETATS-UNIS 25 / 78000 VERSAILLES / FR,"48,80773","2,14444"
29575498,LE CAFE DU BATIMENT,BOULEVARD RICHARD WALLACE 17,PUTEAUX,BOULEVARD RICHARD WALLACE 17 / 92800 PUTEAUX / FR,"48,87948","2,24034"
29575514,HOTEL LE VERRIE,RUE LOUIS PASTEUR 1,LA VERRIE,RUE LOUIS PASTEUR 1 / 85130 LA VERRIE / FR,"46,96124","-0,99481"
29575515,PIZZERIA GAMBETTA,RUE GAMBETTA 66,MARANS,RUE GAMBETTA 66 / 17230 MARANS / FR,"46,312","-0,97954"
29575516,LE CARREFOUR,AV GENERAL DE GAULLE 1092,HEROUVILLE,AV GENERAL DE GAULLE 1092 / 14200 HEROUVILLE / FR,,
29575517,L'ADRESSE,PORTIERS 3,SAINT MALO,PORTIERS 3 / 35400 SAINT MALO / FR,"48,64833","-2,02639"
29575519,GUINGUETTE LA SARDINE,ORLEANS,ORLEANS,ORLEANS / 45000 ORLEANS / FR,"-28,28008","-49,37246"
29575520,MIAM GRILL,LE ROND POMMIER,SAINT MARTIN DE SALLEN,LE ROND POMMIER / 14220 SAINT MARTIN DE SALLEN / FR,,
29575521,CHATEAU DE MARTRAGNY,RUE L ORMELET 5,MARTRAGNY,RUE L ORMELET 5 / 14740 MARTRAGNY / FR,"49,395","1,6585"
29575522,MENARD TRAITEUR,AVENUE DE LA LIBERTÉ 7,COLOMBELLES,AVENUE DE LA LIBERTÉ 7 / 14460 COLOMBELLES / FR,"49,20417","-0,29684"
29575523,LES SALES MOMES,RUE NANTAISE 16 BIS,RENNES,RUE NANTAISE 16 BIS / 35000 RENNES / FR,"43,96147","2,26056"
29575524,LE MIDI VIN,RUE DE LA BARRIERE 28,BROONS,RUE DE LA BARRIERE 28 / 22250 BROONS / FR,"48,31138","-2,24084"
29575525,AU FER A CHEVAL,PLACE DU BON ACCEUIL 25,CHAUVIGNE,PLACE DU BON ACCEUIL 25 / 35490 CHAUVIGNE / FR,"47,34591","-0,40317"
29575526,LA MARMITTE DE LAMBALLE,RUE DE LURNEL 12,LAMBALLE,RUE DE LURNEL 12 / 22400 LAMBALLE / FR,,
29575527,L'ANNEXE,QUAI SAINTE CATHERINE 30,HONFLEUR,QUAI SAINTE CATHERINE 30 / 14600 HONFLEUR / FR,"49,41269","0,23815"
29575528,LE BEABAR,RUE DE L'EGLISE 5,SAINT ALBAN,RUE DE L&#39;EGLISE 5 / 22400 SAINT ALBAN / FR,"48,55792836","-2,533311571"
29420690,LA CONCORDE,RUE DU CDT BOSSUT 60,WATTRELOS,RUE DU CDT BOSSUT 60 / 59150 WATTRELOS / FR,"50,70133","3,21557"
29420691,L'EPEULE,RUE DE L'EPEULE 134,ROUBAIX,RUE DE L&#39;EPEULE 134 / 59100 ROUBAIX / FR,"50,69136","3,17346"
29420694,POMME DE PIN,BD DE FRANCE 396,CUCQ,BD DE FRANCE 396 / 62780 CUCQ / FR,"50,48647","1,61352"
29420697,LA TERRASSE,RUE DU PRESIDENT KENNEDY 80,ESTAIRES,RUE DU PRESIDENT KENNEDY 80 / 59940 ESTAIRES / FR,"50,64474","2,72181"
29420698,LE COMMERCE,RUE DE L'HOM,RIEUPEYROUX,RUE DE L&#39;HOM / 12240 RIEUPEYROUX / FR,"44,30801","2,2294"
29420699,L'AZIMUT,RUE VICTOR HUGO 1,SAINT-JEAN-BONNEFONDS,RUE VICTOR HUGO 1 / 42650 SAINT-JEAN-BONNEFONDS / FR,"45,45706","4,4488"
29420700,BAR PALACE,RUE FOUR DES FLAMMES 13,MONTPELLIER,RUE FOUR DES FLAMMES 13 / 34000 MONTPELLIER / FR,"43,60788","3,87472"
29420701,PATRIOTE FOOT CHANTONNAY,ST PROUANT,CHANTONNAY,ST PROUANT / 85110 CHANTONNAY / FR,"46,687","-1,05099"
29420702,LE CHEVAL MALLET,6 PL ST LEOTIN STE LUMINE DE COUTAI 6,ST PHILBERT DE GRAND LIEU,6 PL ST LEOTIN STE LUMINE DE COUTAI 6 / 44310 ST PHILBERT DE GRAND LIEU / FR,"47,11288","-1,73577"
29420703,RESTAURANT LA TERRASSE,PL JEAN YOLE SOULLANS,CHALLANS,PL JEAN YOLE SOULLANS / 85300 CHALLANS / FR,"46,84621","-1,87929"
29420704,L'EQUATEUR,AV VICTOR HUGO 393,VALENCE,AV VICTOR HUGO 393 / 26000 VALENCE / FR,"43,82396","1,78245"
29420706,LE VIEUX BEFFROI,GD PLACE 48,BETHUNE,GD PLACE 48 / 62400 BETHUNE / FR,"50,52904","2,64308"
29420708,CREPERIE ROY DIS,RUE DU CHEMIN VERT 14,CHOLET,RUE DU CHEMIN VERT 14 / 49300 CHOLET / FR,"49,01676","1,53101"
29420709,BOUT DU MONDE,PL DU CHAMP DE FOIRE 1,NORT SUR ERDRE,PL DU CHAMP DE FOIRE 1 / 44390 NORT SUR ERDRE / FR,"47,44734","-1,51862"
29420710,BISTROT DES BLONDES,AU BOURG,SAINT FELICIEN,AU BOURG / 07410 SAINT FELICIEN / FR,"45,10083","4,67393"
29420712,CAFE DE PARIS,PL DE LA REPUBLIQUE,DIE,PL DE LA REPUBLIQUE / 26150 DIE / FR,"44,75245","5,37063"
29420713,BAR LA ROTONDE,RUE PAUL BERT 63,VALENCE,RUE PAUL BERT 63 / 26000 VALENCE / FR,"43,82396","1,78245"
29420715,CAFE LE PARIS,. . . PL CENTRALE .,CAUTERETS,. . . PL CENTRALE . / 65110 CAUTERETS / FR,"42,88752","-0,11377"
29420716,BAR DES CHASSEURS,. PL DU VILLAGE .,LA BATIE NEUVE,. PL DU VILLAGE . / 05230 LA BATIE NEUVE / FR,"44,5656","6,19577"
29420717,BAR ROBERT,AV DE L'ADOUR,RISCLE,AV DE L&#39;ADOUR / 32400 RISCLE / FR,"43,64111","-0,07546"
29420719,LE BISTROT SAINT SEURIN,PL VICTOR MEUNIER 3,BORDEAUX,PL VICTOR MEUNIER 3 / 33000 BORDEAUX / FR,"44,84372","-0,58683"
29420720,CAFE,RUE FELIX FAURE 35,LA MADELEINE,RUE FELIX FAURE 35 / 59110 LA MADELEINE / FR,"50,65887","3,06645"
29420721,LE BISTROMATIC,RUE FONDAUDEGE 47,BORDEAUX,RUE FONDAUDEGE 47 / 33000 BORDEAUX / FR,"44,85758","-0,57343"
29420730,COTE CAFE,BD DES GUIHEMS 15,PALAVAS LES FLOTS,BD DES GUIHEMS 15 / 34250 PALAVAS LES FLOTS / FR,"43,52858","3,93119"
29421038,LE BEFFROI,PL  DU THEATRE 21,LILLE,PL  DU THEATRE 21 / 59000 LILLE / FR,"50,63751","3,06414"
29421041,LE GAYANT,PL  D'ARMES 146,DOUAI,PL  D&#39;ARMES 146 / 59500 DOUAI / FR,"50,36728","3,08355"
29421042,L'AFFRANCHI,6 BD MORLAND,PARIS,6 BD MORLAND / 75004 PARIS / FR,"48,84851","2,36495"
29421043,LE MULTIEN,RUE DE LA LIBERATION 24,ACY EN MULTIEN,RUE DE LA LIBERATION 24 / 60620 ACY EN MULTIEN / FR,"49,10315","2,95424"
29421045,LE STECEL,BRG 1,ANGLES,BRG 1 / 85750 ANGLES / FR,"43,94419","6,55209"
29421048,PIZZ ROME ANTIQUE,PL NAPOLEON 4,LA ROCHE/YON,PL NAPOLEON 4 / 85000 LA ROCHE/YON / FR,"34,05223","-118,24368"
29400532,LE COCOTIER,RUE PIERRE CARBON 22,FONTAINE ST MARTIN,RUE PIERRE CARBON 22 / 69270 FONTAINE ST MARTIN / FR,"49,43713","-2,55479"
29400537,LE COUP DE PATE,RUE NATIONALE 120,PONT A MARCQ,RUE NATIONALE 120 / 59710 PONT A MARCQ / FR,"50,52149","3,11511"
29400538,LA BONNE HEURE,RUE JEAN WALTER 16,CLICHY,RUE JEAN WALTER 16 / 92110 CLICHY / FR,"48,91081","2,31011"
29400539,CHICH-CAN,RUE VIGNON 12,PARIS,RUE VIGNON 12 / 75009 PARIS / FR,"48,87079","2,32624"
29400540,LE BELLUNO,AV GALLIENI 90,BAGNOLET,AV GALLIENI 90 / 93170 BAGNOLET / FR,"48,86222","2,41595"
29400541,PICCOLO MONDO,AV DE PARIS 111,CHATILLON,AV DE PARIS 111 / 92320 CHATILLON / FR,"48,80889","2,29673"
29400542,VENDEMIAIRE,RUE NOTRE DAME DE LORETTE 9,PARIS,RUE NOTRE DAME DE LORETTE 9 / 75009 PARIS / FR,"48,87735","2,33847"
29400543,LA REGAL,CHEM DU VALLON DES VAUX 13,CAGNES SUR MER,CHEM DU VALLON DES VAUX 13 / 06800 CAGNES SUR MER / FR,"43,67219","7,15244"
29400545,LE SUCRE GLACE,GRANDE RUE 32,BRIANCON,GRANDE RUE 32 / 05100 BRIANCON / FR,"44,89719","6,63433"
29400546,ONE WAY,BLD LEON BLUM 4,SAINT QUENTIN,BLD LEON BLUM 4 / 02100 SAINT QUENTIN / FR,"44,95564","1,20019"
29400547,CHALET DES GOSSES,RTE NATIONAL 57,VALLEROIS-LORIOZ,RTE NATIONAL 57 / 70000 VALLEROIS-LORIOZ / FR,"47,56341","6,15124"
29400548,KETTY'S,RUE DANREMONT 45,PARIS,RUE DANREMONT 45 / 75018 PARIS / FR,"33,66094","-95,55551"
29400550,LE WEEK END,AV GALLIENI 7,EPINAY SUR SEINE,AV GALLIENI 7 / 93800 EPINAY SUR SEINE / FR,"48,953","2,31266"
29400551,BRASSERIE TABAC DE LA GARE,AVENUE FERNAND FOURCADE 2,MONTSOULT,AVENUE FERNAND FOURCADE 2 / 95560 MONTSOULT / FR,"49,07054","2,31393"
29400552,AU BUREAU,AV DE LA GARE,MAUBEUGE,AV DE LA GARE / 59600 MAUBEUGE / FR,"50,27344122","3,968310484"
29400553,LE SHAMROCK,AVENUE FRANCOIS 1ER 462,HARDELOT,AVENUE FRANCOIS 1ER 462 / 62152 HARDELOT / FR,"50,63260829","1,581942254"
29400557,L'ESPOIR,RUE DU GENERAL BUAT 54,NANTES,RUE DU GENERAL BUAT 54 / 44000 NANTES / FR,"-22,61911","-51,23554"
29400560,LE CAN JOSE,PROM COTE VERMEILLE 99,CANET EN ROUSILLON,PROM COTE VERMEILLE 99 / 66140 CANET EN ROUSILLON / FR,"9,68844","-84,00308"
29400561,HOTEL DUPONT,RUE DES RECOLLETS 25,CAUSSADE,RUE DES RECOLLETS 25 / 82300 CAUSSADE / FR,"44,1624","1,53676"
29400562,BISTROT DU MARCHE,RTE DE TOULOUSE - LES GREES,SAINT LIZIER,RTE DE TOULOUSE - LES GREES / 09190 SAINT LIZIER / FR,"43,00185","1,13785"
29400564,CERCLE MIXTE GENDARMERIE MOBILE,AV SIMON BOUSSIRON 929,PERPIGNAN,AV SIMON BOUSSIRON 929 / 66000 PERPIGNAN / FR,"42,69649","2,89895"
29400565,BAR DE L'ETOILE,PLACE DU GENERAL DE GAULLE 1,THUIR,PLACE DU GENERAL DE GAULLE 1 / 66300 THUIR / FR,"42,63389","2,75709"
29400567,BAR DU MARCHE,PL DE LA REPUBLIQUE,PRADES,PL DE LA REPUBLIQUE / 66500 PRADES / FR,"43,61127","1,97098"
29400569,CAMPING LES TAMARIS,DOMAINE DES TAMARIS .,PORTIRAGNES,DOMAINE DES TAMARIS . / 34420 PORTIRAGNES / FR,"43,28271","3,35916"
29400571,LES DELICES DE LA MEDITERRANEE -,RUE DE LA FUSTERIE 8,PERPIGNAN,RUE DE LA FUSTERIE 8 / 66000 PERPIGNAN / FR,"42,69649","2,89895"
29400572,LA TARENTE,COUR GAMBETTA 15,COTIGNAC,COUR GAMBETTA 15 / 83570 COTIGNAC / FR,"43,52654","6,14952"
29400573,LE CAFE DES ARTS,RUE STE CATHERINE 4,QUIMPER,RUE STE CATHERINE 4 / 29000 QUIMPER / FR,"47,93642","-4,02045"
29400574,AUBERGE BRETONNE,PL DE LA MOTTE 23,CHATEAUBRIANT,PL DE LA MOTTE 23 / 44110 CHATEAUBRIANT / FR,"47,71798","-1,37838"
29400575,ALPES HOTEL DU PRALONG,STATION,COURCHEVEL 1850,STATION / 73120 COURCHEVEL 1850 / FR,,
29759407,LE SCOOP,PL DU HAUT DES LICES 1,RENNES,PL DU HAUT DES LICES 1 / 35000 RENNES / FR,"48,11187","-1,68011"
29759408,ZAKA,AVENUE POURTOU-CENTRE COMM. AMETZONDO 2 ET 4,SAINT PIERRE D'IRUBE,AVENUE POURTOU-CENTRE COMM. AMETZONDO 2 ET 4 / 64990 SAINT PIERRE D&#39;IRUBE / FR,"43,48081596","-1,442531433"
29759428,BISTROT D AVRON,RUE PLANCHAT 2,PARIS,RUE PLANCHAT 2 / 75020 PARIS / FR,"33,66094","-95,55551"
29759429,BAR EL MERMOZ,AV JACQUES DOUZANS 22,MURET,AV JACQUES DOUZANS 22 / 31600 MURET / FR,"43,4489","1,30886"
29759430,LE PETIT ZINC,RUE LAENNEC 6,QUIMPER,RUE LAENNEC 6 / 29000 QUIMPER / FR,"47,99527","-4,10651"
29759431,COFFEE TIF DU BACHA,LE BOURG,SAINT GEORGES EN COUZAN,LE BOURG / 42990 SAINT GEORGES EN COUZAN / FR,"45,74292","3,91971"
29759432,KARTING,RUE BOBBY SANDS 27,SAINT HERBLAIN,RUE BOBBY SANDS 27 / 44800 SAINT HERBLAIN / FR,"47,22489","-1,63414"
29759433,RESTAURANT LE PATIO,RUE TOURRASSE 33,SAINT JEAN DE LUZ,RUE TOURRASSE 33 / 64500 SAINT JEAN DE LUZ / FR,"43,39416","-1,63005"
29759434,GOLDENSTRIKE BOWLING,RUE DU MARECHAL LECLERC 22,COSNE SUR LOIRE,RUE DU MARECHAL LECLERC 22 / 58200 COSNE SUR LOIRE / FR,"47,66219","4,66753"
29759435,LE LUTETIA,RUE DE LA GAIETE 9,BEAULIEU SUR LOIRE,RUE DE LA GAIETE 9 / 45630 BEAULIEU SUR LOIRE / FR,"47,54352","2,81773"
29759437,L'ENGUA LOCA,RUE DES CORDELIERS 20,MONTBRISON,RUE DES CORDELIERS 20 / 42600 MONTBRISON / FR,"45,60886","4,06476"
29759461,LE RELAIS DE LA ROCHE,RUE DES CHARMILLES 6,LA ROCHE RIGAULT,RUE DES CHARMILLES 6 / 86200 LA ROCHE RIGAULT / FR,"46,96935","0,17808"
29759462,LE BERGERAC,AV DU 14 JUILLET 2,VIERZON,AV DU 14 JUILLET 2 / 18100 VIERZON / FR,"47,22299","2,06597"
29759463,L'ANGORA,BOULEVARD RICHARD LENOIR 3,PARIS,BOULEVARD RICHARD LENOIR 3 / 75011 PARIS / FR,"48,85467","2,36939"
29759518,LE TREVERIENNAIS,LE BOURG TREVERIEN 0,TREVERIEN,LE BOURG TREVERIEN 0 / 35190 TREVERIEN / FR,"48,37163903","-1,930440609"
29759519,LES 4 SALINES,L.D. LES 4 SALINES 0,ROZ SUR COUESNON,L.D. LES 4 SALINES 0 / 35610 ROZ SUR COUESNON / FR,"48,59653","-1,59336"
29759520,LE COMPTOIR,RUE COMMERCE 1,EPINIAC,RUE COMMERCE 1 / 35120 EPINIAC / FR,"48,51017","-1,69665"
29759521,L'INSIDE,IMMEUBLE SEFCOTEL,TIGNES,IMMEUBLE SEFCOTEL / 73320 TIGNES / FR,"45,46992","6,90719"
29759523,LE SCARABEE,RUE DU MARCLET,RIORGES,RUE DU MARCLET / 42153 RIORGES / FR,"46,04341","4,03472"
29759524,TOUT PRET DE CHEZ MOI,RUE DU MOULIN 3,CHAMBEON,RUE DU MOULIN 3 / 42110 CHAMBEON / FR,"45,69716","4,17329"
29759526,DOMAINE DE LA PLAGNETTE,LA PLAGNETTE,LES SALLES,LA PLAGNETTE / 42440 LES SALLES / FR,"44,60435","3,30686"
29759527,LE MONTBEIL,ROUTE DE LA FORET 3,BENASSAY,ROUTE DE LA FORET 3 / 86470 BENASSAY / FR,,
29759528,BAR PUB LE MAGNUM,RUE HENRI DURAND 41,PARTHENAY,RUE HENRI DURAND 41 / 79200 PARTHENAY / FR,"46,39907","-0,13463"
29759530,R DU TEMPS,FRANCOIS MARCEAU 6,SAINT NAZAIRE,FRANCOIS MARCEAU 6 / 44600 SAINT NAZAIRE / FR,"47,28005","-2,25054"
29759531,L'ENDROIT,RUE DE LA VERNISSERIE 9,CHATEAUBRIAND,RUE DE LA VERNISSERIE 9 / 44110 CHATEAUBRIAND / FR,"47,7219","-1,37675"
29759532,CAFE DES NATES,RUE NATIONALE 185,LILLE,RUE NATIONALE 185 / 59000 LILLE / FR,"50,63218","3,05143"
29759533,METROPOLITAN,QUAI ERIC TABARLY 95,BREST,QUAI ERIC TABARLY 95 / 29200 BREST / FR,"48,38046","-4,4902"
29759534,LE BHV,RUE THEODORE BOTREL 2,SAINT MEEN LE GRAND,RUE THEODORE BOTREL 2 / 35290 SAINT MEEN LE GRAND / FR,"48,18856","-2,19089"
29385210,BAR DE LA ZONE,ZONE ARTISANALE LA GARENNE,ROSTRENEN,ZONE ARTISANALE LA GARENNE / 22110 ROSTRENEN / FR,"48,2362","-3,31725"
29385211,LE CADET DE GASCOGNE,PL DU TERTRE 4,PARIS,PL DU TERTRE 4 / 75018 PARIS / FR,"33,66094","-95,55551"
29385212,VILLE DE LYON,RUE DE LYON 19,PARIS,RUE DE LYON 19 / 75012 PARIS / FR,"33,66094","-95,55551"
29385213,LE NORD,RUE BALZAC 40,LILLE,RUE BALZAC 40 / 59000 LILLE / FR,"50,61375","3,04828"
29385216,SIBLU LA PIGNADE,AV MONARD 45,LA TREMBLADE,AV MONARD 45 / 17390 LA TREMBLADE / FR,"45,76949","-1,14115"
29385217,LES PISSENLITS,B RUE DES PONTS 25,NANCY,B RUE DES PONTS 25 / 54000 NANCY / FR,"48,69018","6,17507"
29385218,LE SAINT JEAN,RUE SAINT JEAN 55,LOUVIERS,RUE SAINT JEAN 55 / 27400 LOUVIERS / FR,"49,22078","1,15321"
29385219,LE FOURNIL,GRANDE RUE 56,ST MICHEL DE MAURIENNE,GRANDE RUE 56 / 73140 ST MICHEL DE MAURIENNE / FR,"61,67693","27,30695"
29385220,CAFE DES 2 GARES,AV DU GAL LECLERC 102,BOURG LA REINE,AV DU GAL LECLERC 102 / 92340 BOURG LA REINE / FR,"48,77933","2,31527"
29385221,BAR LE GLACIER,RUE DE LA BARGE 38,CUSSET,RUE DE LA BARGE 38 / 03300 CUSSET / FR,"46,13757","3,48276"
29385223,CERCLE MILITAIRE MIXTE DU CIECM,QUAR CRAPLET,BARCELONNETTE,QUAR CRAPLET / 04400 BARCELONNETTE / FR,"44,3863","6,64768"
29385226,CAFE EPICERIE LE RIO,LE BOURG,LE LEDAT,LE BOURG / 47300 LE LEDAT / FR,"8,77487","98,44165"
29385227,BAR DES PECHEURS,. LA CLAPIERE .,EMBRUN,. LA CLAPIERE . / 05200 EMBRUN / FR,"44,58072","6,47568"
29385232,BAR DES AMIS,PL DES ARCADES,SAUVETERRE DE ROUERGUE,PL DES ARCADES / 12800 SAUVETERRE DE ROUERGUE / FR,"44,21998","2,31837"
29385234,LE RANCH,RTE DE RABASTENS .,VIC EN BIGORRE,RTE DE RABASTENS . / 65500 VIC EN BIGORRE / FR,"43,38587","0,05472"
29385237,LE VINGT,AV DE PARIS 20,VERSAILLES,AV DE PARIS 20 / 78000 VERSAILLES / FR,"48,80089","2,13332"
29385238,ASS. LES CHEMINS D'AMITIE,RUE EMILE ZOLA 53,HALLUIN,RUE EMILE ZOLA 53 / 59250 HALLUIN / FR,"50,77472","3,12652"
