ABI_SFA_SAPID__c,Name,ABI_DTT_AddressFirstLine__c,ABI_SFA_City__c,ABI_SFA_Address__c,ShippingLatitude,ShippingLongitude
29804509,GENERAL BEURET,PLACE DU GENERAL BEURET 9,PARIS,PLACE DU GENERAL BEURET 9 / 75015 PARIS / FR,"33,66094","-95,55551"
29804510,TATA MONIQUE,RUE LAPLACE 18,PARIS,RUE LAPLACE 18 / 75005 PARIS / FR,"33,66094","-95,55551"
29804511,R'YVES,BOULEVARD SAINT JACQUES 17,PARIS,BOULEVARD SAINT JACQUES 17 / 75014 PARIS / FR,"33,66094","-95,55551"
29804513,ANA M,RUE DU JURA 14,PARIS,RUE DU JURA 14 / 75013 PARIS / FR,"33,66094","-95,55551"
29804514,SOIXANTE DOUZE,RUE DU CHEVALRET 72,PARIS,RUE DU CHEVALRET 72 / 75013 PARIS / FR,"33,66094","-95,55551"
29804515,LE NOUVEAU BROOKLYN,RUE GABRIEL PERI 39,IVRY,RUE GABRIEL PERI 39 / 94200 IVRY / FR,"47,16083","2,38648"
29804516,TAVERNE DU CAP VERT,RUE DAUBENTON 25,PARIS,RUE DAUBENTON 25 / 75005 PARIS / FR,"33,66094","-95,55551"
29804517,CASA DIAS,RUE DE VAUGIRARD 133,PARIS,RUE DE VAUGIRARD 133 / 75015 PARIS / FR,"33,66094","-95,55551"
29804518,THE YARDS,AVENUE DU PINCE VENT 10,CHENNEVIERE SUR MARNES,AVENUE DU PINCE VENT 10 / 94430 CHENNEVIERE SUR MARNES / FR,"46,85571","-0,02099"
29804519,AU FEU DE BOIS,ZONE DES CONQUERANT 1,LAMBERSART,ZONE DES CONQUERANT 1 / 59130 LAMBERSART / FR,"50,64788","3,02268"
29804529,LE SOUS BOCK,AVENUE DE LA CHAUSSAIRE 76,CHARTRES DE BRETAGNE,AVENUE DE LA CHAUSSAIRE 76 / 35131 CHARTRES DE BRETAGNE / FR,"48,03272","-1,71145"
29804530,SOUL KITCHEN,RUE DE L'IRARDE 1,VÉNOSC,RUE DE L&#39;IRARDE 1 / 38860 VÉNOSC / FR,,
29804531,L'ESCALE,QUAI DES COTEAUX 2,LE PELLERIN,QUAI DES COTEAUX 2 / 44640 LE PELLERIN / FR,"47,22512","-1,82775"
29804533,AU FUT ET A MESURE,RUE DU PRE NIAN 3,NANTES,RUE DU PRE NIAN 3 / 44000 NANTES / FR,"-22,61911","-51,23554"
29804534,DELIRIUM,ALLEE BACO 19,NANTES,ALLEE BACO 19 / 44000 NANTES / FR,"-22,61911","-51,23554"
29804535,BIENVENUS,32 RUE DES CHEVALIERS,REZE,32 RUE DES CHEVALIERS / 44400 REZE / FR,"47,19617","-1,55553"
29804536,TRACK N'ART,RUE BON SECOURS 13,NANTES,RUE BON SECOURS 13 / 44000 NANTES / FR,"-22,61911","-51,23554"
29804538,URBAN CAFE,AVENUE JEAN MEDECIN 24,NICE,AVENUE JEAN MEDECIN 24 / 06000 NICE / FR,"43,71222","7,23784"
29804540,ASSOCIATION SPORTIVE CANNES FOOT,AVENUE PIERRE DE COUBERTIN,CANNES,AVENUE PIERRE DE COUBERTIN / 06150 CANNES / FR,"43,55239","7,0044"
29804541,BAR DE L'HOTEL DE VILLE,PLACE FRANÇOIS MITTERRAND 8,VIENNE,PLACE FRANÇOIS MITTERRAND 8 / 38200 VIENNE / FR,"45,52391","4,87854"
29804542,O'WENS,AVENUE CHARLES DE GAULLE 603,PERNES LES FONTAINES,AVENUE CHARLES DE GAULLE 603 / 84210 PERNES LES FONTAINES / FR,"43,9961","5,04011"
29804543,POST ARRIERE,BASSE 51,LILLE,BASSE 51 / 59000 LILLE / FR,"50,62646","3,0379"
29804544,STRIDE,CHEMIN HAUT 48,STRASBOURG,CHEMIN HAUT 48 / 67200 STRASBOURG / FR,"48,57123","7,76767"
29804929,L'ATELIER,PLACE SAINT PIERRE 1,CARQUEFOU,PLACE SAINT PIERRE 1 / 44470 CARQUEFOU / FR,"47,29689","-1,49222"
29804930,LE CANOTIER,BOULEVARD RHIN ET DANUBE 38,FRANCONVILLE,BOULEVARD RHIN ET DANUBE 38 / 95130 FRANCONVILLE / FR,"48,99152095","2,224652956"
29804932,LE XV,RUE JACQUES FAUQUET 3,BOLBEC,RUE JACQUES FAUQUET 3 / 76210 BOLBEC / FR,"49,54997","0,5138"
29804933,LE JB,BIS COURS SAINTE CROKX 2,MONTIVILLIERS,BIS COURS SAINTE CROKX 2 / 76290 MONTIVILLIERS / FR,"49,54301","0,19116"
29804934,LE WHEELING,RUE TERTRE,CARQUEFOU,RUE TERTRE / 44470 CARQUEFOU / FR,"47,29689","-1,49222"
29804936,L'INSTANT B,RUE DU MARECHAL FOCH 17,LE VESINET,RUE DU MARECHAL FOCH 17 / 78110 LE VESINET / FR,"48,89225","2,13462"
29804937,L'ECHOPPE DE BIERE,RUE DU GENERAL DE GAULLE 114,POISSY,RUE DU GENERAL DE GAULLE 114 / 78300 POISSY / FR,"48,9235","2,02742"
29386517,LE PENNY BLACK,RUE DU PORT 2,CHERBOURG,RUE DU PORT 2 / 50100 CHERBOURG / FR,"49,6403","-1,62254"
29805002,MARIA MAGDALENA,RUE DE LA ROCHEFOUCAULD 41,PARIS,RUE DE LA ROCHEFOUCAULD 41 / 75009 PARIS / FR,"33,66094","-95,55551"
29805003,AUX 3 PRESIDENTS,RUE DU GENERAL ALAIN DE BOISSIEU 8,PARIS,RUE DU GENERAL ALAIN DE BOISSIEU 8 / 75015 PARIS / FR,"33,66094","-95,55551"
29805006,L'ATELIER,PLACE DE L'HOTEL DE VILLE 12,ANGOULEME,PLACE DE L&#39;HOTEL DE VILLE 12 / 16000 ANGOULEME / FR,"45,64748","0,14487"
29805007,CAFE CAPUCINE,4 BOULEVARD DES CAPUCINES,PARIS,4 BOULEVARD DES CAPUCINES / 75009 PARIS / FR,"48,87104","2,33361"
29805008,LES FLOTS,PLACE D'YS 4,CROZON,PLACE D&#39;YS 4 / 29160 CROZON / FR,"48,24609","-4,48982"
29805009,FLORA DANICA,CHAMPS ELYSEES 142,PARIS,CHAMPS ELYSEES 142 / 75008 PARIS / FR,"48,87295","2,29879"
29805010,L'INSTANT B,RUE DU MARECHAL FOCH 13,LE VESINET,RUE DU MARECHAL FOCH 13 / 78110 LE VESINET / FR,"48,89225","2,13462"
29805011,PUB DE LA FERTE,PROMENADE DU GRAND MAIL 32,LA FERTÉ-BERNARD,PROMENADE DU GRAND MAIL 32 / 72400 LA FERTÉ-BERNARD / FR,"48,18419","0,63499"
29805012,AU BUREAU,RUE DES PIERRES MISSIGAULT 9 BIS,BARJOUVILLE,RUE DES PIERRES MISSIGAULT 9 BIS / 28630 BARJOUVILLE / FR,"48,41514","1,4724"
29805013,BRASSERIE DES ARTISTES,RUE CLAUDE MONET 99,GIVERNY,RUE CLAUDE MONET 99 / 27620 GIVERNY / FR,"49,07601","1,53106"
29805014,TENTE EN PIE,RUE DUPUYTREN 6,PARIS,RUE DUPUYTREN 6 / 75006 PARIS / FR,"33,66094","-95,55551"
29805015,L'EXCUSE,PLACE SAINTE-OPPORTUNE 4,PARIS,PLACE SAINTE-OPPORTUNE 4 / 75001 PARIS / FR,"48,85951","2,34733"
29805016,LE MERMOZ,RUE JEAN MERMOZ 16,PARIS,RUE JEAN MERMOZ 16 / 75008 PARIS / FR,"33,66094","-95,55551"
29805018,COT & MER,AVENUE DE LA GRANDE COTE 179,ST PALAIS SUR MER,AVENUE DE LA GRANDE COTE 179 / 17420 ST PALAIS SUR MER / FR,"47,70139","1,51162"
29805082,HOLIDAY INN,BOULEVARD DES ALLIES 6,CALAIS,BOULEVARD DES ALLIES 6 / 62100 CALAIS / FR,"50,96057","1,84883"
29805094,SOREDIS - JEANNOT BOIS,RUE DE VERDUN 2,XIROCOURT,RUE DE VERDUN 2 / 54740 XIROCOURT / FR,"48,42959","6,16976"
29805100,CASA DE GIORGIO,10 RUE DU GENERAL BRUNET,PARIS,10 RUE DU GENERAL BRUNET / 75019 PARIS / FR,"33,66094","-95,55551"
29805101,LE SAINT PAUL,RUE SAINT-ANTOINE 127,PARIS,RUE SAINT-ANTOINE 127 / 75004 PARIS / FR,"33,66094","-95,55551"
29805102,LA CANCHANCHARA,RUE DU LIEUTENANT 7,LAVAL,RUE DU LIEUTENANT 7 / 53000 LAVAL / FR,"48,47849","3,11804"
29805120,SOLUM,PONT ALEXANDRE III RIVE GAUCHE X,PARIS,PONT ALEXANDRE III RIVE GAUCHE X / 75007 PARIS / FR,"48,85276","2,35163"
29805122,LA MILLENAIRE,RUE DES ENTREPRENEURS 11,VILLIERS LE BEL,RUE DES ENTREPRENEURS 11 / 95400 VILLIERS LE BEL / FR,"49,00823","2,38901"
29805121,LE VILLAGE,RUE DE PARIS 55,MOISSELLES,RUE DE PARIS 55 / 95570 MOISSELLES / FR,"49,04941","2,33578"
29805124,L'ALSACE,AVENUE DES CHAMPS-ELYSEES 39,PARIS,AVENUE DES CHAMPS-ELYSEES 39 / 75008 PARIS / FR,"48,86998","2,30583"
29805125,LITTLE MANA,RUE DU FAUBOURG POISSONNIÈRE 72,PARIS,RUE DU FAUBOURG POISSONNIÈRE 72 / 75010 PARIS / FR,"33,66094","-95,55551"
29805126,THE BLIND PIG PUB,RUE DU FAUBOURG POISSONNIERE 80,PARIS,RUE DU FAUBOURG POISSONNIERE 80 / 75010 PARIS / FR,"33,66094","-95,55551"
29805127,LA TERRASSE DES GEANTS,GRAND PLACE,CASSEL,GRAND PLACE / 59670 CASSEL / FR,"50,79970589","2,487782733"
29805128,LE STUBE,RUE DE RICHELIEU 31,PARIS,RUE DE RICHELIEU 31 / 75001 PARIS / FR,"48,86519","2,33651"
29805171,LA TABLE DE MATHILDE 1,BOULEVARD DU MARECHAL FOCH 11,SAINT GRATIEN,BOULEVARD DU MARECHAL FOCH 11 / 95210 SAINT GRATIEN / FR,"48,96557","2,28444"
29805172,LA LOGE 7,PLACE DES CÉLESTINS 1,LYON-2E-ARRONDISSEMENT,PLACE DES CÉLESTINS 1 / 69002 LYON-2E-ARRONDISSEMENT / FR,"45,76009","4,83184"
29805174,COMPTOIR DES LONES,RUE FRANCIS DE PRESSENSÉ 73,VILLEURBANNE,RUE FRANCIS DE PRESSENSÉ 73 / 69100 VILLEURBANNE / FR,"45,76467","4,8804"
29805176,GWEN HA DU,LE CROISSANT 1,PLOUGOULM,LE CROISSANT 1 / 29250 PLOUGOULM / FR,"48,66457","-4,07177"
29805193,IMMERSIV,RUE JEAN JAURES 110,LESQUIN,RUE JEAN JAURES 110 / 59810 LESQUIN / FR,"50,58846","3,11153"
29404948,BAR DU THEATRE,RUE DE VILLARS 138,DENAIN,RUE DE VILLARS 138 / 59220 DENAIN / FR,"50,33038","3,38978"
29393985,CAFE DU CENTRE,RUE DU CENTRE 42,DEMOUVILLE,RUE DU CENTRE 42 / 14840 DEMOUVILLE / FR,"49,17864","-0,26637"
29805240,OMER,PLACE NOTRE DAME DU MONT 0,MARSEILLE,PLACE NOTRE DAME DU MONT 0 / 13006 MARSEILLE / FR,"43,29222","5,42017"
29805241,LA CREPERIE MARSEILLAISE,PLACE CASTELLANE 14,MARSEILLE,PLACE CASTELLANE 14 / 13006 MARSEILLE / FR,"43,29222","5,42017"
29805242,ALCAZAR,RUE GAMBETTA 8,LA ROCHELLE,RUE GAMBETTA 8 / 17000 LA ROCHELLE / FR,"46,16182","-1,14825"
29805243,LE PACIFIC PIZZA,TUNNEL DE NANTERRE-LA DÉFENSE X,PARIS,TUNNEL DE NANTERRE-LA DÉFENSE X / 92092 PARIS / FR,"48,856555","2,281145"
29805244,MEXICAN STAND OFF,RUE AUX OURS 9,PARIS,RUE AUX OURS 9 / 75003 PARIS / FR,"33,66094","-95,55551"
29805245,LE WAAAGH TAVERN,RUE STANISLAS 16,PARIS,RUE STANISLAS 16 / 75006 PARIS / FR,"33,66094","-95,55551"
29805246,LE WAREHOUSE,QUAI DES ANTILLES 21,NANTES,QUAI DES ANTILLES 21 / 44000 NANTES / FR,"47,20062","-1,5737"
29805247,CODE BAR CAFE,ROUTE DE PONT-DE-L'ARCHE,SAINT-PIERRE-LÈS-ELBEUF,ROUTE DE PONT-DE-L&#39;ARCHE / 76320 SAINT-PIERRE-LÈS-ELBEUF / FR,"49,27828","1,04808"
29805249,LE BRAY K,RUE DU VAL 14 BIS,BRAY-SAINT-AIGNANT,RUE DU VAL 14 BIS / 45460 BRAY-SAINT-AIGNANT / FR,"47,83083","2,37413"
29805250,OLIVIER RESTAURATION,RUE GÉNÉRAL LECLERC 37,LA FERTÉ-SAINT-AUBIN,RUE GÉNÉRAL LECLERC 37 / 45240 LA FERTÉ-SAINT-AUBIN / FR,"47,71067","1,941"
29805251,BRASSERIE DU GRAND FAUBOURG,RUE DU GRAND FAUBOURG 59,CHARTRES,RUE DU GRAND FAUBOURG 59 / 28000 CHARTRES / FR,"48,44278","1,47968"
29805252,PAPA CHAPTER,BOULEVARD PIERRE LEFAUCHEUX 0,LE MANS,BOULEVARD PIERRE LEFAUCHEUX 0 / 72100 LE MANS / FR,"47,98864","0,2001"
29834562,BAR DES LAVOIRS,RUE DE FEUNET 0,AVON-LES-ROCHES,RUE DE FEUNET 0 / 37220 AVON-LES-ROCHES / FR,"47,1588023","0,448319204"
29834567,CHATEAUDE SARZAY,ROUTE DE NOHANT 1,SARZAY,ROUTE DE NOHANT 1 / 36230 SARZAY / FR,"46,59763","1,90709"
29834568,L INDIEN DU GIENOIS,QUAI LENOIR 12,GIEN,QUAI LENOIR 12 / 45500 GIEN / FR,"47,71212","2,66524"
29834569,LE BRACHIO,PLACE DU 11 NOVEMBRE 12,SAINT-BRANCHS,PLACE DU 11 NOVEMBRE 12 / 37320 SAINT-BRANCHS / FR,"47,22448","0,75829"
29805271,FINETTE AND CIE,AVENUE DE LA PERRIERE 64,LORIENT,AVENUE DE LA PERRIERE 64 / 56100 LORIENT / FR,"47,73215","-3,36344"
29805272,LE DARAYANE,RUE ÉDOUARD VAILLANT 119,TOURS,RUE ÉDOUARD VAILLANT 119 / 37000 TOURS / FR,"47,39842","0,69596"
29805273,LE CORTO,AVENUE MARÉCHAL LECLERC 2,GIEN,AVENUE MARÉCHAL LECLERC 2 / 45500 GIEN / FR,"47,71212","2,66524"
29805274,LA RUCHE,RUE DE LA TOUR NEUVE 24 BIS,ORLÉANS,RUE DE LA TOUR NEUVE 24 BIS / 45000 ORLÉANS / FR,"47,88228","1,91662"
29805275,OBB,RUE DU MARÉCHAL LECLERC 21,CHÉCY,RUE DU MARÉCHAL LECLERC 21 / 45430 CHÉCY / FR,"47,89186","2,02354"
29805276,LE 47,RUE DENIS PAPIN 47,BLOIS,RUE DENIS PAPIN 47 / 41000 BLOIS / FR,"47,58145","1,3061"
29805277,O BISTROT D'LN,RUE DES PONTS DE CE 106,ANGERS,RUE DES PONTS DE CE 106 / 49000 ANGERS / FR,"47,45206","-0,53825"
29805278,CAFE DE LA MAIRIE,RUE SAINT-FIACRE 50,AUBEVOYE,RUE SAINT-FIACRE 50 / 27940 AUBEVOYE / FR,"49,1745","1,335913707"
29805279,AU BUREAU EVREUX,RUE DE COCHEREL 123,LE VIEIL-ÉVREUX,RUE DE COCHEREL 123 / 27930 LE VIEIL-ÉVREUX / FR,"49,01604846","1,18685173"
29805280,ANDRE,RUE LOUIS MARTEL 13,SAINT-OMER,RUE LOUIS MARTEL 13 / 62500 SAINT-OMER / FR,"50,74902","2,25159"
29805281,LE MONARQUE,RUE DES QUATRE VENTS 18,PARIS,RUE DES QUATRE VENTS 18 / 75006 PARIS / FR,"48,85181","2,33755"
29805282,LE VINTAGE,RUE DU FOREZ 44,NÎMES,RUE DU FOREZ 44 / 30000 NÎMES / FR,"43,82326337","4,365009119"
29402601,BRASSERIE DE PARIS,RUE ROBERT SCHUMAN 14,BUSSY SAINT GEORGES,RUE ROBERT SCHUMAN 14 / 77600 BUSSY SAINT GEORGES / FR,"48,84192","2,7053"
29834570,O ZENITH,AVENUE DE CHÂTEAUDUN 38,BLOIS,AVENUE DE CHÂTEAUDUN 38 / 41000 BLOIS / FR,"47,58145","1,3061"
29834571,MERCURE LES PORTS DE SOLOGNE,ALLÉE DES 4 VENTS 200,ARDON,ALLÉE DES 4 VENTS 200 / 45160 ARDON / FR,"47,77845","1,87363"
29805307,LE BAR DE LA PLAGE,BOULEVARD DE LA FORET D ANDAINE 1,LA FERTE MACE,BOULEVARD DE LA FORET D ANDAINE 1 / 61600 LA FERTE MACE / FR,"48,58664","-0,36493"
29805308,LE BISTROT BASQUE,QUAI VENDEUVRE 24,CAEN,QUAI VENDEUVRE 24 / 14000 CAEN / FR,"49,18498","-0,36989"
29805309,LE RACKHAM,PLACE LACAZE DUTHIERS 27,ROSCOFF,PLACE LACAZE DUTHIERS 27 / 29680 ROSCOFF / FR,"48,72678","-3,9859"
29805311,CHEZ RACHEL,LE PORT 1,ILE MOLENE,LE PORT 1 / 29259 ILE MOLENE / FR,"48,39574","-4,9602"
29805312,LE REINITAS,RUE SIMMER 1,CLERMONT,RUE SIMMER 1 / 63000 CLERMONT / FR,"45,7855538","3,102195533"
29805313,LE 108,RUE CEZALLIER 1,ST FLOUR,RUE CEZALLIER 1 / 15100 ST FLOUR / FR,"43,55516","1,1969"
29805314,MULTIPLES SAVEURS,LE BOURG 1,COLY,LE BOURG 1 / 24120 COLY / FR,,
29805315,CHTIBREIZH62,RUE COPERNIC 3 TER,ARRAS,RUE COPERNIC 3 TER / 62000 ARRAS / FR,"50,29781","2,73139"
29805316,CALISTA62,36 BOULEVARD OLOF PALME,HENIN BEAUMONT,36 BOULEVARD OLOF PALME / 62110 HENIN BEAUMONT / FR,"50,39491","2,97299"
29805317,BEERS'N PARADISE,RUE VICTOR HUGO 80-84,BOULOGNE SUR MER,RUE VICTOR HUGO 80-84 / 62200 BOULOGNE SUR MER / FR,"50,72612","1,63798"
29805320,GRANDS COLS BOISSONS DISTRIBUTION,AVENUE DU DAUPHINE 5,BRIANCON,AVENUE DU DAUPHINE 5 / 05100 BRIANCON / FR,"44,89719","6,63433"
29405560,LE FRENCH'VILLE,PL FRANCHEVILLE 34,PERIGUEUX,PL FRANCHEVILLE 34 / 24000 PERIGUEUX / FR,"45,20978","0,77851"
29805362,PIZZERIA D'AZUR,RUE DE LYON 7,PARIS,RUE DE LYON 7 / 75012 PARIS / FR,"33,66094","-95,55551"
29805365,KOUTO BAR,RUE D'ENGHIEN 40,PARIS,RUE D&#39;ENGHIEN 40 / 75010 PARIS / FR,"33,66094","-95,55551"
29805366,LE GAY LUSSAC,RUE ROYER COLLARD 15,PARIS,RUE ROYER COLLARD 15 / 75005 PARIS / FR,"33,66094","-95,55551"
29805368,TABAC DE L'AVIATION,ROND POINT VICTOR HUGO 2,ISSY LES MOULINEAUX,ROND POINT VICTOR HUGO 2 / 92130 ISSY LES MOULINEAUX / FR,"48,82809","2,27393"
29805373,LE BLUE BELS,PLACE NAVARIN 18,LES SABLES D'OLONNE,PLACE NAVARIN 18 / 85100 LES SABLES D&#39;OLONNE / FR,"46,51943","-1,76391"
29805374,LA FLEUR DE SEL,RUE DE LA PLAGE 50,PÉNESTIN,RUE DE LA PLAGE 50 / 56760 PÉNESTIN / FR,"47,48365","-2,4746"
29805376,LES 3 MARCHES,LA VILLE ES MEUNIER 9,PLEURTUIT,LA VILLE ES MEUNIER 9 / 35730 PLEURTUIT / FR,"48,58322","-2,05862"
29805378,LA MAISON DU PATA NEGRA,RUE DE L'EMERY 3,NANTES,RUE DE L&#39;EMERY 3 / 44000 NANTES / FR,"-22,61911","-51,23554"
29805379,KENTA,RUE DE GLASCOW 22,BREST,RUE DE GLASCOW 22 / 29200 BREST / FR,"48,39266","-4,48463"
29805380,LE FER A CHEVAL,PLACE DES JACOBINS 7,MORLAIX,PLACE DES JACOBINS 7 / 29600 MORLAIX / FR,"45,99524","2,02179"
29805390,LE MELECASSE,RUE DE LA BUTTE AUX CAILLES 12,PARIS,RUE DE LA BUTTE AUX CAILLES 12 / 75013 PARIS / FR,"33,66094","-95,55551"
29820972,L'ICONE,RUE DES CHANOINES 46,CAEN,RUE DES CHANOINES 46 / 14000 CAEN / FR,"49,18498","-0,36989"
29820986,L'INTERLUDE,RUE DU GÉNÉRAL LECLERC,LOOS,RUE DU GÉNÉRAL LECLERC / 59120 LOOS / FR,"50,6148","3,01444"
29820987,LES BARJOS,RUE DU MINAGE 21,LA ROCHELLE,RUE DU MINAGE 21 / 17000 LA ROCHELLE / FR,"46,16203","-1,17336"
29820988,LE VULCAIN,CHEMIN DE DONNAVIGNAT 80,GERZAT,CHEMIN DE DONNAVIGNAT 80 / 63360 GERZAT / FR,"45,84034","3,15737"
29820989,LA PASSERELLE,AV JOSEPH LE BRIX,SAINT JACQUES DE LA LANDE,AV JOSEPH LE BRIX / 35136 SAINT JACQUES DE LA LANDE / FR,"48,06766","-1,72115"
29820991,LE CAP,PLACE DE L EGLISE,PLESDER,PLACE DE L EGLISE / 35720 PLESDER / FR,"48,41288","-1,924095"
29820992,CREPERIE L UTOPIE,RUE DE LA MANUTENTION 161,GAP,RUE DE LA MANUTENTION 161 / 05000 GAP / FR,"44,58017","6,06499"
29820993,L ENTREPOTES,PLACE CENTRALE,AURON,PLACE CENTRALE / 06660 AURON / FR,"44,24908","6,9246"
29820994,LES CAVES,STATION,MONTGENEVRE,STATION / 05100 MONTGENEVRE / FR,"44,93936","6,72786"
29820995,LA FIESTA,LES TAILLAS,ANCELLE,LES TAILLAS / 05260 ANCELLE / FR,"44,61906","6,22905"
29820997,LE GRAND PARIS,ROUTE DE BONDY 141,AULNAY SOUS BOIS,ROUTE DE BONDY 141 / 93600 AULNAY SOUS BOIS / FR,"48,94022","2,50225"
29820998,BEER DISTRICT,RUE CASSINI 13,NICE,RUE CASSINI 13 / 06300 NICE / FR,"43,71222","7,23784"
29820999,AUBERGE DE MONTMELAS,LE BOURG,MONTMELAS ST SORLIN,LE BOURG / 69640 MONTMELAS ST SORLIN / FR,,
29821000,COCO'S DINNER,ROUTE DE LYON 38,FLEURIEU SUR SAONE,ROUTE DE LYON 38 / 69250 FLEURIEU SUR SAONE / FR,"45,85896","4,84151"
29821001,CAFE DE LA SARTHE,PLACE DES BLEUETS 4,LILLE,PLACE DES BLEUETS 4 / 59800 LILLE / FR,"50,64075","3,06761"
29821003,TOPFIT,ROUTE DE GRASSE 2139,ANTIBES,ROUTE DE GRASSE 2139 / 06600 ANTIBES / FR,"43,6004","7,08518"
29821004,LE FANAL,AVENUE ROBERT SCHUMAN 31,ROQUEBRUNE CAP MARTIN,AVENUE ROBERT SCHUMAN 31 / 06190 ROQUEBRUNE CAP MARTIN / FR,"43,75961","7,48316"
29821005,LE GINTO,AVENUE DE LA MUZELLE 13,MONT-DE-LANS,AVENUE DE LA MUZELLE 13 / 38860 MONT-DE-LANS / FR,,
29821006,LE FOUR A BOIS,PLACE DE MARTILLY 22,VIRE,PLACE DE MARTILLY 22 / 14500 VIRE / FR,"48,83857","-0,88892"
29821007,LUNCH CAFE,ROUTE DE LASCAUX 1,MONTIGNAC,ROUTE DE LASCAUX 1 / 24290 MONTIGNAC / FR,"45,06493","1,16522"
29821008,LE KELLINGS,RUE DE LA LIBERATION 15,PLOUVIEN,RUE DE LA LIBERATION 15 / 29860 PLOUVIEN / FR,"48,53005","-4,45099"
29821009,CHEZ L ONCLE JULES,GRANDE RUE 60,CORMATIN,GRANDE RUE 60 / 71460 CORMATIN / FR,"46,5438","4,68686"
29821010,LE BAZEILLAIS,PLACE DE LA REPUBLIQUE 11,BAZEILLES,PLACE DE LA REPUBLIQUE 11 / 08140 BAZEILLES / FR,"49,67537","4,97706"
29821011,L'ETAPE COMTOISE,RUE DE L'ÉGLISE 1,TRÉVILLERS,RUE DE L&#39;ÉGLISE 1 / 25470 TRÉVILLERS / FR,"47,2821","6,86721"
