ABI_SFA_SAPID__c,Name,ABI_DTT_AddressFirstLine__c,ABI_SFA_City__c,ABI_SFA_Address__c,ShippingLatitude,ShippingLongitude
40064141,BAR TABAC DE LA GARE,AVENUE DU GENERAL DE GAULLE 34,PAIMPOL,AVENUE DU GENERAL DE GAULLE 34 / 22500 PAIMPOL / FR,"48,80091","-3,03279"
40064142,DOMAINE COIRIER,RUE DES GELINIERES 15,PISSOTTE,RUE DES GELINIERES 15 / 85200 PISSOTTE / FR,"46,49706","-0,80841"
40064143,VILLA MILLETTIA,CHEMIN DU CANAL 227,PEYROLLES-EN-PROVENCE,CHEMIN DU CANAL 227 / 13860 PEYROLLES-EN-PROVENCE / FR,"43,62847","5,57713"
40064144,L'AUTOBUS,RUE SAINT-HILAIRE 151,ROUEN,RUE SAINT-HILAIRE 151 / 76000 ROUEN / FR,"49,44146","1,09346"
40064145,PATH OPRA PREMIER,RUE LOUIS LE GRAND 32,PARIS,RUE LOUIS LE GRAND 32 / 75002 PARIS / FR,"33,66094","-95,55551"
40064146,HTEL GARANCE.,AVENUE DES GOBELINS 18,PARIS,AVENUE DES GOBELINS 18 / 75005 PARIS / FR,"33,66094","-95,55551"
40064147,SUSHI OR NOT SUSHI SANARY,RUE GIBOIN 3,SANARY-SUR-MER,RUE GIBOIN 3 / 83110 SANARY-SUR-MER / FR,"43,121","5,80458"
40064148,INDOCHINE,AVENUE MARCEL RIGAUD 65,LA BAULE-ESCOUBLAC,AVENUE MARCEL RIGAUD 65 / 44500 LA BAULE-ESCOUBLAC / FR,"47,29076","-2,35408"
40064149,RESTAURANT LA TABLE DU HAMMAM,RUE COLBERT 6,GRENOBLE,RUE COLBERT 6 / 38000 GRENOBLE / FR,"45,18218","5,72115"
40064150,ASSOCIATION MARCEL CALLO,RUE DU MARECHAL JOFFRE 24,VERSAILLES,RUE DU MARECHAL JOFFRE 24 / 78000 VERSAILLES / FR,"38,43141","-92,84103"
40064151,NOGLU,RUE DE GRENELLE 69,PARIS,RUE DE GRENELLE 69 / 75007 PARIS / FR,"33,66094","-95,55551"
40064152,AU CUR DU YOGA - ASSOCIATION HATHA,RUE BUGEAUD 116,LYON,RUE BUGEAUD 116 / 69006 LYON / FR,"45,75498","4,83638"
40064153,SUPERMARCH G20,BOULEVARD DE LA BOISSIERE 245,ROSNY-SOUS-BOIS,BOULEVARD DE LA BOISSIERE 245 / 93100 ROSNY-SOUS-BOIS / FR,"48,87422","2,48257"
40064154,LA SCNE PARISIENNE,RUE RICHER 34,PARIS,RUE RICHER 34 / 75009 PARIS / FR,"48,87409","2,34452"
40064155,ENTRE TERRE ET MER,Z.A.E DES 2 CAPS,MARQUISE,Z.A.E DES 2 CAPS / 62250 MARQUISE / FR,"50,81265","1,70006"
40064156,L'CRIN,RUE DIEUDONNE CORTES 2,BLAGNAC,RUE DIEUDONNE CORTES 2 / 31700 BLAGNAC / FR,"43,63452","1,39685"
40064157,JUDO-CLUB AGNEAUX,AVENUE SAINTE-MARIE 16,AGNEAUX,AVENUE SAINTE-MARIE 16 / 50180 AGNEAUX / FR,"49,11933","-1,10605"
40064158,KIOSK FOOD COURT,CHEMIN DES MARAICHERS 30,TOULOUSE,CHEMIN DES MARAICHERS 30 / 31400 TOULOUSE / FR,"43,59605","1,43214"
40064159,LA MALO SUSHIS,RUE VILLE PEPIN 47,SAINT-MALO,RUE VILLE PEPIN 47 / 35400 SAINT-MALO / FR,"48,6482","-2,0263"
40064160,MINOTAURE CAF,"31400 TOULOUSE, FRANCE",TOULOUSE,31400 TOULOUSE FRANCE / 31400 TOULOUSE / FR,"43,59605","1,43214"
40064161,B&C HOUSE,AVENUE LOUIS GEORGEON 20,CACHAN,AVENUE LOUIS GEORGEON 20 / 94230 CACHAN / FR,"48,79482","2,33505"
40064162,LE RESTAURANT,AVENUE DES POMMIERS D 200 3,VILLERS-SAINT-PAUL,AVENUE DES POMMIERS D 200 3 / 60870 VILLERS-SAINT-PAUL / FR,"49,28831","2,49367"
40064163,BISTROT LES TONTONS,PLACE SAINT-PIERRE,SAUMUR,PLACE SAINT-PIERRE / 49400 SAUMUR / FR,"47,25547","-0,0834"
40064164,DANIEL ANGER MARIE-FRANCOISE REINE,RUE DE CHATEAUGIRON 49,RENNES,RUE DE CHATEAUGIRON 49 / 35000 RENNES / FR,"48,10146","-1,65377"
40064165,LE MAWBYS,AVENUE DE LA GARE 2,VALMONDOIS,AVENUE DE LA GARE 2 / 95760 VALMONDOIS / FR,"49,096","2,19058"
40064166,LA NOUVELLE RENAISSANCE,ROUTE DE COMPOSTELLE 77,SALLES,ROUTE DE COMPOSTELLE 77 / 33770 SALLES / FR,"44,07282","2,03505"
40064167,O LOFT,RUE DE CANDOLLE 28,MONTPELLIER,RUE DE CANDOLLE 28 / 34000 MONTPELLIER / FR,"43,61342","3,8693"
40064168,IBIS STYLES CHALON-SUR-SANE,AVENUE DE L  EUROPE,CHALON-SUR-SANE,AVENUE DE L  EUROPE / 71100 CHALON-SUR-SANE / FR,"46,805795","4,839785"
40064169,AU PIED DE LA TOUR - CHEZ LES FILLE,RUE DE BEAUVAIS 18,SENLIS,RUE DE BEAUVAIS 18 / 60300 SENLIS / FR,"50,53348","2,15035"
40064170,CHEZ MIGRAN,AVENUE JEAN JAURES 40,VAIRES-SUR-MARNE,AVENUE JEAN JAURES 40 / 77360 VAIRES-SUR-MARNE / FR,"48,86978","2,63547"
40064171,HTEL TRIANON GARE DE LYON - PARIS 1,BOULEVARD DIDEROT 52,PARIS,BOULEVARD DIDEROT 52 / 75012 PARIS / FR,"33,66094","-95,55551"
40064172,LA PAUSE ATTITUDE,RUE DE LA VILLE ES COURS 53,SAINT-MALO,RUE DE LA VILLE ES COURS 53 / 35400 SAINT-MALO / FR,"48,6482","-2,0263"
40064173,PIZZA139,BIS AVENUE DE VERSAILLES 139,PARIS,BIS AVENUE DE VERSAILLES 139 / 75016 PARIS / FR,"33,66094","-95,55551"
40064174,DOMAINE DU VAUZEL,RUE DU VAUZEL,AMBRIEUX,RUE DU VAUZEL / 69480 AMBRIEUX / FR,"45,92777","4,73755"
40064175,BEC DE GAZ BAR,RUE DU MONTPARNASSE,PARIS,RUE DU MONTPARNASSE / 75006 PARIS / FR,"33,66094","-95,55551"
40064176,LOGEROT FRRES - BOULANGERIE,AVENUE DAUMESNIL 260,PARIS,AVENUE DAUMESNIL 260 / 75012 PARIS / FR,"33,66094","-95,55551"
40064177,AU STEAK HOUSE,RUE VERDIERE 22,LA ROCHELLE,RUE VERDIERE 22 / 17000 LA ROCHELLE / FR,"46,15724","-1,15543"
40064178,GITE DE GOURDERATTE,CHEMIN DU MAS DE MOINE 969,MJANNES-LS-ALS,CHEMIN DU MAS DE MOINE 969 / 30340 MJANNES-LS-ALS / FR,"44,10054","4,15503"
40064179,BIG FERNAND,RUE DU SERGENT MICHEL BERTHET 28,LYON,RUE DU SERGENT MICHEL BERTHET 28 / 69009 LYON / FR,"45,75498","4,83638"
40064180,NAUTIC PARK VERBERIE,ROUTE DE RIVECOURT,VERBERIE,ROUTE DE RIVECOURT / 60410 VERBERIE / FR,"49,31065","2,73099"
40064181,LE COMPLEXE SOCCER ET SPORT INDOOR,"LES PERRUCHES, LE REYNEL",BRUZ,LES PERRUCHES LE REYNEL / 35170 BRUZ / FR,"48,05767803","-1,737475187"
40064182,GYMNASE FLIX CHARRON,RUE JEAN BOUIN 44,BRON,RUE JEAN BOUIN 44 / 69500 BRON / FR,"47,19432","-0,1182"
40064183,SUSHI EST,RUE DES TANNEURS 67,LILLE,RUE DES TANNEURS 67 / 59800 LILLE / FR,"50,63393","3,06628"
40064184,COMPAGNIE D'ARC DE MAISONS-LAFFITTE,RUE DE LA DIGUE 27,MAISONS-LAFFITTE,RUE DE LA DIGUE 27 / 78600 MAISONS-LAFFITTE / FR,"48,95256","2,15244"
40064185,HENG HENG RAPIDE,"75011 PARIS, FRANCE",PARIS,75011 PARIS FRANCE / 75011 PARIS / FR,"33,66094","-95,55551"
40064186,YVON CHEVALIER STADIUM,ALLEE DE LA GUYARDERIE 6,SAINTES,ALLEE DE LA GUYARDERIE 6 / 17100 SAINTES / FR,"45,74755","-0,63732"
40064187,LE TRADITIONNEL,ROUTE DE LYON 52,CESSIEU,ROUTE DE LYON 52 / 38110 CESSIEU / FR,"45,56924","5,37646"
40064188,SUSHI CENTER,RUE JEAN JAURES 187,LANESTER,RUE JEAN JAURES 187 / 56600 LANESTER / FR,"47,76686","-3,32645"
40064189,POLLEN RENNES,RUE DE MONTFORT 5,RENNES,RUE DE MONTFORT 5 / 35000 RENNES / FR,"48,11142","-1,68144"
40064190,PORQUET MICHAL,PLACE MAURICE CORNETTE 147,GHYVELDE,PLACE MAURICE CORNETTE 147 / 59254 GHYVELDE / FR,"51,05176","2,52674"
40064191,CT BISTROT,RUE ALBERT REMY 69,RIS-ORANGIS,RUE ALBERT REMY 69 / 91130 RIS-ORANGIS / FR,"48,65396","2,41201"
40064192,BADMINTON CLUB DES AIGLONS D'EYGUIR,5320F AVENUE DE LA GARE,EYGUIRES,5320F AVENUE DE LA GARE / 13430 EYGUIRES / FR,"43,69624","5,03021"
40064193,ROYAL COUSCOUS,UE DE MENIN 38,MARCQ-EN-BARUL,UE DE MENIN 38 / 59700 MARCQ-EN-BARUL / FR,"50,67557","3,1011"
40064194,FERME AUBERGE DE THOUMIOU,CHEMIN DE THOUMIOU 380,SAINT-PANDELON,CHEMIN DE THOUMIOU 380 / 40180 SAINT-PANDELON / FR,"43,66873","-1,03944"
40064195,LE SAINT REMY,BOULEVARD VICTOR HUGO 16,SAINT-RMY-DE-PROVENCE,BOULEVARD VICTOR HUGO 16 / 13210 SAINT-RMY-DE-PROVENCE / FR,"43,78328","4,85331"
40064196,1 HUIT 8,GRANDE RUE DE LA GUILLOTIERE 188,LYON,GRANDE RUE DE LA GUILLOTIERE 188 / 69007 LYON / FR,"45,75498","4,83638"
40064197,BODRUM,BOULEVARD DE CRETEIL 74,SAINT-MAUR-DES-FOSSS,BOULEVARD DE CRETEIL 74 / 94100 SAINT-MAUR-DES-FOSSS / FR,"48,79799","2,5029"
40064198,RESTAURANT DE LA BASILIQUE,RUE DE LA BASILIQUE 8,BONSECOURS,RUE DE LA BASILIQUE 8 / 76240 BONSECOURS / FR,"49,42609","1,13045"
40064199,LE GUILLOU NICOLE,AVENUE GEORGES BRASSENS 9,LE RHEU,AVENUE GEORGES BRASSENS 9 / 35650 LE RHEU / FR,"48,10050579","-1,796763921"
40064200,ASSOCIATION CARITATIVE LE PAIN PART,RUE CHARLES MARTEL 280,NMES,RUE CHARLES MARTEL 280 / 30000 NMES / FR,"43,84463","4,34755"
40064201,LE PETIT LONGCHAMP,RUE CONSOLAT 135,MARSEILLE,RUE CONSOLAT 135 / 13001 MARSEILLE / FR,"43,29222","5,42017"
40064202,HAINAUT STADIUM,AVENUE DES SPORTS,VALENCIENNES,AVENUE DES SPORTS / 59300 VALENCIENNES / FR,"50,35776","3,52318"
40064203,SUSHI WASAABI 10,RUE MAUREGARD 30,MONTVRAIN,RUE MAUREGARD 30 / 77144 MONTVRAIN / FR,,
40064204,GROUP'GYM CLUB,BIS RUE DU PHARE DU CHAY 1,ROYAN,BIS RUE DU PHARE DU CHAY 1 / 17200 ROYAN / FR,"45,62558","-1,02693"
40064205,LE MAS DES VIGNES,ROUTE DU MONT-VENTOUX SAINT ESTVE,BEDOIN,ROUTE DU MONT-VENTOUX SAINT ESTVE / 84410 BEDOIN / FR,"44,12357","5,17932"
40064206,CO & CO,RUE DES COURREAUX 15,BILLRE,RUE DES COURREAUX 15 / 64140 BILLRE / FR,"48,86906","5,49509"
40064207,CAF CENTRAL,RUE DU PONT 3,BONNEVILLE,RUE DU PONT 3 / 74130 BONNEVILLE / FR,"48,58463","2,80666"
40064208,LE MOULIN DE JARCY,RUE BOIELDIEU 50,VARENNES-JARCY,RUE BOIELDIEU 50 / 91480 VARENNES-JARCY / FR,"48,67843","2,55975"
40064209,BRASSERIE DES SPORTS,UE DESSAIX 26,CHAMBÉRY,UE DESSAIX 26 / 73000 CHAMBÉRY / FR,"45,5836","5,90882"
40064210,BOLLYWOOD CHICKEN,OULEVARD DES DEUX ORMES,AIX-EN-PROVENCE,OULEVARD DES DEUX ORMES / 13090 AIX-EN-PROVENCE / FR,"43,5361","5,39862"
40064211,L'UNICO COTE JARDIN AU CLOS DE LA P,UE DES VERIMETZ 2,SEBOURG,UE DES VERIMETZ 2 / 59990 SEBOURG / FR,"50,3433","3,64426"
40064212,O'METISTO,RUE DU MAIL 23,ANGERS,RUE DU MAIL 23 / 49100 ANGERS / FR,"47,52841","-0,52975"
40064213,ALPINE TAVERN,RUE DU VIEUX VILLAGE 53,LES GETS,RUE DU VIEUX VILLAGE 53 / 74260 LES GETS / FR,"46,15421","6,66005"
40064214,LA BROCHERIE (LE CARR GOURMAND),ALLEE DE FRAIXINET 5,ROQUES,ALLEE DE FRAIXINET 5 / 31120 ROQUES / FR,"43,6198","3,31615"
40064215,LE LUX NOTORIOUS CLUB,ROUTE DE LILLE 199,LOISON-SOUS-LENS,ROUTE DE LILLE 199 / 62218 LOISON-SOUS-LENS / FR,"50,4443","2,8586"
40064216,FAKI DISCOTHEQUE,BIS RUE DE LA TAILLERIE 18,ARRAS,BIS RUE DE LA TAILLERIE 18 / 62000 ARRAS / FR,"50,28999","2,76613"
40064217,LA CAMBUSE D'OLONA,QUAI ALBERT PROUTEAU 6,LES SABLES-D'OLONNE,QUAI ALBERT PROUTEAU 6 / 85100 LES SABLES-D&#39;OLONNE / FR,"46,51943","-1,76391"
40064218,MONSTRE,RUE TOUR DE FABRE 13,ARLES,RUE TOUR DE FABRE 13 / 13200 ARLES / FR,"43,67527","4,62773"
40064219,YAKI KOCHI,RUE LA BOETIE 35,PARIS,RUE LA BOETIE 35 / 75008 PARIS / FR,"48,87369","2,31514"
40064220,SABINE CHRISTIAN.,ALLEE DES SAULES 11,VERNEUIL-SUR-SEINE,ALLEE DES SAULES 11 / 78480 VERNEUIL-SUR-SEINE / FR,"48,98373","1,96599"
40064221,LA VALLE DU CLAIRAY,LE CLAIRAY,LES ROSIERS-SUR-LOIRE,LE CLAIRAY / 49350 LES ROSIERS-SUR-LOIRE / FR,"47,35087","-0,22569"
40064222,LE DAUPHIN,RUE GEMARE 29,CAEN,RUE GEMARE 29 / 14000 CAEN / FR,"49,18498","-0,36989"
40064223,PIZZERIA LA MAMA,ALLEE DES ACACIAS 15,FRHEL,ALLEE DES ACACIAS 15 / 22240 FRHEL / FR,"48,6284","-2,36526"
40064224,CRISTAL,GRANDE RUE DE LA GUILLOTIERE 92,LYON,GRANDE RUE DE LA GUILLOTIERE 92 / 69007 LYON / FR,"45,75498","4,83638"
40064225,CAF-BRASSERIE LE MTRO,BOULEVARD DE BELLEVILLE 37,PARIS,BOULEVARD DE BELLEVILLE 37 / 75011 PARIS / FR,"33,66094","-95,55551"
40064226,LE P'TIT CREUX,AVENUE DE TOULON 141,LA CRAU,AVENUE DE TOULON 141 / 83260 LA CRAU / FR,"43,14973","6,07388"
40064227,LA SOFARED,B RUE DES ORIONS 302,TOURCOING,B RUE DES ORIONS 302 / 59200 TOURCOING / FR,"50,7258","3,15967"
40064228,AUX TROIS GAUCHON,AVENUE DU GENERAL DE GAULLE 5,PALAISEAU,AVENUE DU GENERAL DE GAULLE 5 / 91120 PALAISEAU / FR,"48,71479","2,22876"
40064229,LE CLOU DE GIROFLE,RUE DU VAUGUEUX 12,CAEN,RUE DU VAUGUEUX 12 / 14000 CAEN / FR,"49,18498","-0,36989"
40064230,LE LZARD,RUE DE PENHELLEC 15,SAINT-THURIAU,RUE DE PENHELLEC 15 / 56300 SAINT-THURIAU / FR,"48,0171","-2,94355"
40064231,RESTAURANT LE FIEF,RUE DU CHATEAU 3,PONT-L'ABB,RUE DU CHATEAU 3 / 29120 PONT-L&#39;ABB / FR,"47,86506","-4,22074"
40064232,BEER O'CLOCK,PLACE SAINT-LEGER 44,CHAMBRY,PLACE SAINT-LEGER 44 / 73000 CHAMBRY / FR,"48,99868","2,89375"
40064233,SAINT-GEORGES,AVENUE SIMON BOLIVAR 114,PARIS,AVENUE SIMON BOLIVAR 114 / 75019 PARIS / FR,"33,66094","-95,55551"
40064234,LA PATRIOTE DE CROIX,RUE EUGENE GUILLAUME,CROIX,RUE EUGENE GUILLAUME / 59170 CROIX / FR,"50,67381","3,15526"
40064235,LE KIOSQUE À PIZZAS,VENUE DE DUNKERQUE LOMME 46,LAMBERSART,VENUE DE DUNKERQUE LOMME 46 / 59130 LAMBERSART / FR,"50,64788","3,02268"
40064236,REFUGE DU LAC BLANC,RUE DE LA SAVOIE 2,TERMIGNON,RUE DE LA SAVOIE 2 / 73500 TERMIGNON / FR,"45,27684","6,8162"
40064237,LE GRAND RAL,CHEMIN DE GALANCE,LA BASTIDONNE,CHEMIN DE GALANCE / 84120 LA BASTIDONNE / FR,"43,6936","5,57799"
40064238,LA PATATERIE,"ZAC ARRAS VAL DE SCARPE, 27 BOULEVARD RO",ARRAS,ZAC ARRAS VAL DE SCARPE 27 BOULEVARD RO / 62000 ARRAS / FR,"50,28999","2,76613"
40064239,CAF DU CADRAN,RUE DAUNOU 1,PARIS,RUE DAUNOU 1 / 75002 PARIS / FR,"33,66094","-95,55551"
40064240,MARKS & SPENCER FOOD PPINIRE,RUE DE LA PEPINIERE 6,PARIS,RUE DE LA PEPINIERE 6 / 75008 PARIS / FR,"48,87525","2,32315"
40064241,STADE PIERRE MAUROY,BOULEVARD DE TOURNAI 261,VILLENEUVE-D'ASCQ,BOULEVARD DE TOURNAI 261 / 59650 VILLENEUVE-D&#39;ASCQ / FR,"50,63248","3,15307"
40064242,TURTLES PIZZA,RUE DE LA TAPISSERIE 17,BEAUVAIS,RUE DE LA TAPISSERIE 17 / 60000 BEAUVAIS / FR,"48,50687","2,44834"
40064243,LA TERRASSE,ERRASSE SAINT-PIERRE 6,DOUAI,ERRASSE SAINT-PIERRE 6 / 59500 DOUAI / FR,"50,36762","3,08256"
40064244,ZUMBAMANU - COURS DE ZUMBA(R) A LIL,UE DU FAUBOURG DE ROUBAIX 88,LILLE,UE DU FAUBOURG DE ROUBAIX 88 / 59800 LILLE / FR,"50,63711","3,06307"
40064245,T'ORSA RESTAURANT JAPONAIS & TRAITE,PLACE PHILIPPE DE GIRARD 2,LILLE,PLACE PHILIPPE DE GIRARD 2 / 59800 LILLE / FR,"50,63028","3,04731"
40064246,LA GUINGUETTE DE L'ESSEILLON,"73500 AUSSOIS, FRANCE",AUSSOIS,73500 AUSSOIS FRANCE / 73500 AUSSOIS / FR,"45,22819","6,74151"
40064247,NEW SCHOOL TACOS PAU,AVENUE DE L UNIVERSITE 6,PAU,AVENUE DE L UNIVERSITE 6 / 64000 PAU / FR,"39,79163","8,80164"
40064248,LES GOURMETS DU CROIS,PLACE DU GENERAL LECLERC 19,MARCQ-EN-BARUL,PLACE DU GENERAL LECLERC 19 / 59700 MARCQ-EN-BARUL / FR,"50,67557","3,1011"
40064249,EN-CAS2FAIM,RUE NATIONALE 8,ELVEN,RUE NATIONALE 8 / 56250 ELVEN / FR,"47,73274","-2,59281"
40064250,LE P'TIT BOUCHON,RUE DES SABLES 23,CLERMONT,RUE DES SABLES 23 / 60600 CLERMONT / FR,"28,54944","-81,77285"
40064251,SOUL,FRANCE  ROUEN  RUE D AMIENS,ROUEN,FRANCE  ROUEN  RUE D AMIENS / 76000 ROUEN / FR,"49,44146","1,09346"
40064252,ODLICE,TER RUE NATIONALE 133,GONDECOURT,TER RUE NATIONALE 133 / 59147 GONDECOURT / FR,"50,54318","2,98384"
40064253,RING SIDE,RUE DE GERLAND 99,LYON,RUE DE GERLAND 99 / 69007 LYON / FR,"45,75498","4,83638"
40064254,BAR  IODE - CHARONNE,RUE JEAN-MACE 18,PARIS,RUE JEAN-MACE 18 / 75011 PARIS / FR,"33,66094","-95,55551"
40064255,ID CREPES PARIS,AVENUE PHILIPPE AUGUSTE 16,PARIS,AVENUE PHILIPPE AUGUSTE 16 / 75011 PARIS / FR,"33,66094","-95,55551"
40064256,ANDREA - LE CLAN DES MAMMA,RUE BROCHANT 7,PARIS,RUE BROCHANT 7 / 75017 PARIS / FR,"48,88838","2,31704"
40064257,SALLE DE GYMNASTIQUE BECQUART,RUE JEAN BAPTISTE LEBAS,BTHUNE,RUE JEAN BAPTISTE LEBAS / 62400 BTHUNE / FR,"50,52904","2,64308"
40064258,LE COMPTOIR PAR M ET L,RUE PASTEUR 154,MARCQ-EN-BARUL,RUE PASTEUR 154 / 59700 MARCQ-EN-BARUL / FR,"50,67557","3,1011"
40064259,SOGOOD WASQUEHAL PILATERIE,UE DE LA LADRIÉ,WASQUEHAL,UE DE LA LADRIÉ / 59290 WASQUEHAL / FR,"50,66928","3,12938"
40064260,GOLF OF DUNES,AVENUE EDOUARD VII 60,HARDELOT,AVENUE EDOUARD VII 60 / 62152 HARDELOT / FR,"31,37902","77,27365"
40064261,LA FOLIE DOUCE MÉRIBEL-COURCHEVEL,"73550 LES ALLUES, FRANCE 20","LES ALLUES, FRANCE",73550 LES ALLUES FRANCE 20 / 73550 LES ALLUES FRANCE / FR,"45,37006","6,5875"
40064262,RESTAURANT BAR GLACIER LE GRAND CAF,RUE DES ACADIENS,LE PALAIS,RUE DES ACADIENS / 56360 LE PALAIS / FR,"45,02863","-0,18322"
40064263,FRITERIE,"421, 515 RUE FÉLIX DEHAU",BOUVINES,421 515 RUE FÉLIX DEHAU / 59830 BOUVINES / FR,"50,57862","3,18682"
40064264,TANTE MARGIT,RUE PERCHEPINTE 3,TOULOUSE,RUE PERCHEPINTE 3 / 31000 TOULOUSE / FR,"43,59605","1,43214"
40064265,TATA BUVETTE,UE DE METZ 9,LE TOUQUET-PARIS-PLAGE,UE DE METZ 9 / 62520 LE TOUQUET-PARIS-PLAGE / FR,"50,5211","1,58675"
40064267,DOMAINE TERRE DE MISTRAL,CHEMIN DU PAVILLON  ROUTE DE PEYNIER,ROUSSET,CHEMIN DU PAVILLON  ROUTE DE PEYNIER / 13790 ROUSSET / FR,"44,47806","6,24798"
40064266,LA MEDINA,BIS PLACE MARECHAL FOCH 22,HENNEBONT,BIS PLACE MARECHAL FOCH 22 / 56700 HENNEBONT / FR,"47,80716","-3,27072"
40064268,MEAL SAVEURS,RUE BAUDIMONT 6,ARRAS,RUE BAUDIMONT 6 / 62000 ARRAS / FR,"50,28999","2,76613"
40064269,LE TRENTE & UN,RUE PIERRE SEMARD 31,OULLINS,RUE PIERRE SEMARD 31 / 69600 OULLINS / FR,"45,71356","4,80537"
40064270,RESTAURANT COMPIEGNE - SOPRANO,RUE JEAN LEGENDRE 22,COMPIGNE,RUE JEAN LEGENDRE 22 / 60200 COMPIGNE / FR,,
40064271,HTEL LE GRAND LARGE BELLE-LE-EN-MER,GOULPHAR,BANGOR,GOULPHAR / 56360 BANGOR / FR,"44,79884","-68,77265"
40064273,PIZZERIA BELLA VITA,RUE DE LA MASSE 10,AIX-EN-PROVENCE,RUE DE LA MASSE 10 / 13100 AIX-EN-PROVENCE / FR,"43,5361","5,39862"
40064272,SARL DESCATOIRE JEAN FRANOIS,RUE DE L EGLISE LA VOUTE 2,ORCHIES,RUE DE L EGLISE LA VOUTE 2 / 59310 ORCHIES / FR,"50,47423","3,2423"
40064274,ABYSSINIA,CHAUSSEE JULES FERRY 187,AMIENS,CHAUSSEE JULES FERRY 187 / 80090 AMIENS / FR,"49,9004","2,28975"
40064275,LA TABLE DE DARY,RUE DU CHAPEAU DE VIOLETTES 7,AMIENS,RUE DU CHAPEAU DE VIOLETTES 7 / 80000 AMIENS / FR,"49,9004","2,28975"
40064276,KRAMA,RUE JEANNE D ARC 111,LILLE,RUE JEANNE D ARC 111 / 59000 LILLE / FR,"50,62279","3,06428"
